distid,createdts,sn,tplg_node_sta_num,tplg_node_type,tplg_node_son
DEV_004_2024-09-15 04:00:00,2024-09-15 04:00:00,DEV_004,13,67,62
DEV_004_2024-09-15 08:00:00,2024-09-15 08:00:00,DEV_004,12,25,43
DEV_004_2024-09-15 12:00:00,2024-09-15 12:00:00,DEV_004,80,11,91
DEV_004_2024-09-15 16:00:00,2024-09-15 16:00:00,DEV_004,41,97,3
DEV_004_2024-09-15 20:00:00,2024-09-15 20:00:00,DEV_004,57,62,86
DEV_004_2024-09-16 00:00:00,2024-09-16 00:00:00,DEV_004,43,31,38
DEV_004_2024-09-16 04:00:00,2024-09-16 04:00:00,DEV_004,95,25,90
DEV_004_2024-09-16 08:00:00,2024-09-16 08:00:00,DEV_004,63,78,89
DEV_004_2024-09-16 12:00:00,2024-09-16 12:00:00,DEV_004,33,20,10
DEV_004_2024-09-16 16:00:00,2024-09-16 16:00:00,DEV_004,28,18,24
DEV_004_2024-09-16 20:00:00,2024-09-16 20:00:00,DEV_004,45,81,18
DEV_004_2024-09-17 00:00:00,2024-09-17 00:00:00,DEV_004,51,76,69
DEV_004_2024-09-17 04:00:00,2024-09-17 04:00:00,DEV_004,87,74,15
DEV_004_2024-09-17 08:00:00,2024-09-17 08:00:00,DEV_004,73,55,73
DEV_004_2024-09-17 12:00:00,2024-09-17 12:00:00,DEV_004,29,79,38
DEV_004_2024-09-17 16:00:00,2024-09-17 16:00:00,DEV_004,36,40,44
DEV_004_2024-09-17 20:00:00,2024-09-17 20:00:00,DEV_004,22,51,99
DEV_004_2024-09-18 00:00:00,2024-09-18 00:00:00,DEV_004,23,83,81
DEV_004_2024-09-18 04:00:00,2024-09-18 04:00:00,DEV_004,22,38,2
DEV_004_2024-09-18 08:00:00,2024-09-18 08:00:00,DEV_004,15,98,95
DEV_004_2024-09-18 12:00:00,2024-09-18 12:00:00,DEV_004,75,74,68
DEV_004_2024-09-18 16:00:00,2024-09-18 16:00:00,DEV_004,97,92,72
DEV_004_2024-09-18 20:00:00,2024-09-18 20:00:00,DEV_004,96,2,36
DEV_004_2024-09-19 00:00:00,2024-09-19 00:00:00,DEV_004,10,25,64
DEV_004_2024-09-19 04:00:00,2024-09-19 04:00:00,DEV_004,38,89,19
DEV_004_2024-09-19 08:00:00,2024-09-19 08:00:00,DEV_004,19,22,58
DEV_004_2024-09-19 12:00:00,2024-09-19 12:00:00,DEV_004,84,99,83
DEV_004_2024-09-19 16:00:00,2024-09-19 16:00:00,DEV_004,1,78,53
DEV_004_2024-09-19 20:00:00,2024-09-19 20:00:00,DEV_004,79,15,75
DEV_004_2024-09-20 00:00:00,2024-09-20 00:00:00,DEV_004,60,57,87
DEV_004_2024-09-20 04:00:00,2024-09-20 04:00:00,DEV_004,23,62,35
DEV_004_2024-09-20 08:00:00,2024-09-20 08:00:00,DEV_004,65,55,7
DEV_004_2024-09-20 12:00:00,2024-09-20 12:00:00,DEV_004,93,34,50
DEV_004_2024-09-20 16:00:00,2024-09-20 16:00:00,DEV_004,37,10,44
DEV_004_2024-09-20 20:00:00,2024-09-20 20:00:00,DEV_004,86,40,64
DEV_004_2024-09-21 00:00:00,2024-09-21 00:00:00,DEV_004,76,76,64
DEV_004_2024-09-21 04:00:00,2024-09-21 04:00:00,DEV_004,61,34,99
DEV_004_2024-09-21 08:00:00,2024-09-21 08:00:00,DEV_004,4,36,35
DEV_004_2024-09-21 12:00:00,2024-09-21 12:00:00,DEV_004,69,77,63
DEV_004_2024-09-21 16:00:00,2024-09-21 16:00:00,DEV_004,70,18,35
DEV_004_2024-09-21 20:00:00,2024-09-21 20:00:00,DEV_004,98,81,83
DEV_004_2024-09-22 00:00:00,2024-09-22 00:00:00,DEV_004,62,33,94
DEV_004_2024-09-22 04:00:00,2024-09-22 04:00:00,DEV_004,56,44,54
DEV_004_2024-09-22 08:00:00,2024-09-22 08:00:00,DEV_004,38,32,71
DEV_004_2024-09-22 12:00:00,2024-09-22 12:00:00,DEV_004,54,49,8
DEV_004_2024-09-22 16:00:00,2024-09-22 16:00:00,DEV_004,26,33,32
DEV_004_2024-09-22 20:00:00,2024-09-22 20:00:00,DEV_004,77,86,22
DEV_004_2024-09-23 00:00:00,2024-09-23 00:00:00,DEV_004,83,2,34
DEV_004_2024-09-23 04:00:00,2024-09-23 04:00:00,DEV_004,85,86,52
DEV_004_2024-09-23 08:00:00,2024-09-23 08:00:00,DEV_004,95,13,79
DEV_004_2024-09-23 12:00:00,2024-09-23 12:00:00,DEV_004,56,4,26
DEV_004_2024-09-23 16:00:00,2024-09-23 16:00:00,DEV_004,56,8,40
DEV_004_2024-09-23 20:00:00,2024-09-23 20:00:00,DEV_004,3,88,84
DEV_004_2024-09-24 00:00:00,2024-09-24 00:00:00,DEV_004,20,50,91
DEV_004_2024-09-24 04:00:00,2024-09-24 04:00:00,DEV_004,17,97,63
DEV_004_2024-09-24 08:00:00,2024-09-24 08:00:00,DEV_004,95,17,71
DEV_004_2024-09-24 12:00:00,2024-09-24 12:00:00,DEV_004,16,99,16
DEV_004_2024-09-24 16:00:00,2024-09-24 16:00:00,DEV_004,80,33,69
DEV_004_2024-09-24 20:00:00,2024-09-24 20:00:00,DEV_004,6,77,28
DEV_004_2024-09-25 00:00:00,2024-09-25 00:00:00,DEV_004,82,51,99
DEV_004_2024-09-25 04:00:00,2024-09-25 04:00:00,DEV_004,16,81,81
DEV_004_2024-09-25 08:00:00,2024-09-25 08:00:00,DEV_004,91,35,28
DEV_004_2024-09-25 12:00:00,2024-09-25 12:00:00,DEV_004,81,67,96
DEV_004_2024-09-25 16:00:00,2024-09-25 16:00:00,DEV_004,44,71,7
DEV_004_2024-09-25 20:00:00,2024-09-25 20:00:00,DEV_004,78,73,56
DEV_004_2024-09-26 00:00:00,2024-09-26 00:00:00,DEV_004,44,50,49
DEV_004_2024-09-26 04:00:00,2024-09-26 04:00:00,DEV_004,5,17,15
DEV_004_2024-09-26 08:00:00,2024-09-26 08:00:00,DEV_004,13,1,88
DEV_004_2024-09-26 12:00:00,2024-09-26 12:00:00,DEV_004,15,43,18
DEV_004_2024-09-26 16:00:00,2024-09-26 16:00:00,DEV_004,17,62,76
DEV_004_2024-09-26 20:00:00,2024-09-26 20:00:00,DEV_004,81,37,14
DEV_004_2024-09-27 00:00:00,2024-09-27 00:00:00,DEV_004,59,36,41
DEV_004_2024-09-27 04:00:00,2024-09-27 04:00:00,DEV_004,78,79,8
DEV_004_2024-09-27 08:00:00,2024-09-27 08:00:00,DEV_004,72,76,92
DEV_004_2024-09-27 12:00:00,2024-09-27 12:00:00,DEV_004,70,37,59
DEV_004_2024-09-27 16:00:00,2024-09-27 16:00:00,DEV_004,63,19,65
DEV_004_2024-09-27 20:00:00,2024-09-27 20:00:00,DEV_004,92,85,58
DEV_004_2024-09-28 00:00:00,2024-09-28 00:00:00,DEV_004,91,33,13
DEV_004_2024-09-28 04:00:00,2024-09-28 04:00:00,DEV_004,54,45,24
DEV_004_2024-09-28 08:00:00,2024-09-28 08:00:00,DEV_004,51,35,99
DEV_004_2024-09-28 12:00:00,2024-09-28 12:00:00,DEV_004,55,86,15
DEV_004_2024-09-28 16:00:00,2024-09-28 16:00:00,DEV_004,73,66,88
DEV_004_2024-09-28 20:00:00,2024-09-28 20:00:00,DEV_004,57,67,93
DEV_004_2024-09-29 00:00:00,2024-09-29 00:00:00,DEV_004,20,33,72
DEV_004_2024-09-29 04:00:00,2024-09-29 04:00:00,DEV_004,56,56,64
DEV_004_2024-09-29 08:00:00,2024-09-29 08:00:00,DEV_004,48,28,27
DEV_004_2024-09-29 12:00:00,2024-09-29 12:00:00,DEV_004,82,14,4
DEV_004_2024-09-29 16:00:00,2024-09-29 16:00:00,DEV_004,5,76,96
DEV_004_2024-09-29 20:00:00,2024-09-29 20:00:00,DEV_004,4,85,15
DEV_004_2024-09-30 00:00:00,2024-09-30 00:00:00,DEV_004,41,56,96
DEV_004_2024-09-30 04:00:00,2024-09-30 04:00:00,DEV_004,52,11,19
DEV_004_2024-09-30 08:00:00,2024-09-30 08:00:00,DEV_004,87,12,50
DEV_004_2024-09-30 12:00:00,2024-09-30 12:00:00,DEV_004,77,60,11
DEV_004_2024-09-30 16:00:00,2024-09-30 16:00:00,DEV_004,57,90,48
DEV_004_2024-09-30 20:00:00,2024-09-30 20:00:00,DEV_004,69,53,47
DEV_004_2024-10-01 00:00:00,2024-10-01 00:00:00,DEV_004,35,51,61
DEV_004_2024-10-01 04:00:00,2024-10-01 04:00:00,DEV_004,15,24,10
DEV_004_2024-10-01 08:00:00,2024-10-01 08:00:00,DEV_004,46,75,19
DEV_004_2024-10-01 12:00:00,2024-10-01 12:00:00,DEV_004,96,42,18
DEV_004_2024-10-01 16:00:00,2024-10-01 16:00:00,DEV_004,6,16,93
DEV_004_2024-10-01 20:00:00,2024-10-01 20:00:00,DEV_004,25,70,50
DEV_004_2024-10-02 00:00:00,2024-10-02 00:00:00,DEV_004,34,84,56
DEV_004_2024-10-02 04:00:00,2024-10-02 04:00:00,DEV_004,62,5,13
DEV_004_2024-10-02 08:00:00,2024-10-02 08:00:00,DEV_004,66,29,71
DEV_004_2024-10-02 12:00:00,2024-10-02 12:00:00,DEV_004,58,27,24
DEV_004_2024-10-02 16:00:00,2024-10-02 16:00:00,DEV_004,56,37,22
DEV_004_2024-10-02 20:00:00,2024-10-02 20:00:00,DEV_004,90,95,89
DEV_004_2024-10-03 00:00:00,2024-10-03 00:00:00,DEV_004,67,59,84
DEV_004_2024-10-03 04:00:00,2024-10-03 04:00:00,DEV_004,74,82,97
DEV_004_2024-10-03 08:00:00,2024-10-03 08:00:00,DEV_004,95,46,28
DEV_004_2024-10-03 12:00:00,2024-10-03 12:00:00,DEV_004,11,69,84
DEV_004_2024-10-03 16:00:00,2024-10-03 16:00:00,DEV_004,20,33,23
DEV_004_2024-10-03 20:00:00,2024-10-03 20:00:00,DEV_004,63,72,60
DEV_004_2024-10-04 00:00:00,2024-10-04 00:00:00,DEV_004,31,73,74
DEV_004_2024-10-04 04:00:00,2024-10-04 04:00:00,DEV_004,57,50,42
DEV_004_2024-10-04 08:00:00,2024-10-04 08:00:00,DEV_004,24,36,70
DEV_004_2024-10-04 12:00:00,2024-10-04 12:00:00,DEV_004,90,52,18
DEV_004_2024-10-04 16:00:00,2024-10-04 16:00:00,DEV_004,34,74,13
DEV_004_2024-10-04 20:00:00,2024-10-04 20:00:00,DEV_004,48,78,3
DEV_004_2024-10-05 00:00:00,2024-10-05 00:00:00,DEV_004,23,90,23
DEV_004_2024-10-05 04:00:00,2024-10-05 04:00:00,DEV_004,78,53,30
DEV_004_2024-10-05 08:00:00,2024-10-05 08:00:00,DEV_004,99,15,19
DEV_004_2024-10-05 12:00:00,2024-10-05 12:00:00,DEV_004,93,30,47
DEV_004_2024-10-05 16:00:00,2024-10-05 16:00:00,DEV_004,99,28,63
DEV_004_2024-10-05 20:00:00,2024-10-05 20:00:00,DEV_004,51,76,51
DEV_004_2024-10-06 00:00:00,2024-10-06 00:00:00,DEV_004,59,58,43
DEV_004_2024-10-06 04:00:00,2024-10-06 04:00:00,DEV_004,28,43,82
DEV_004_2024-10-06 08:00:00,2024-10-06 08:00:00,DEV_004,53,29,48
DEV_004_2024-10-06 12:00:00,2024-10-06 12:00:00,DEV_004,56,63,91
DEV_004_2024-10-06 16:00:00,2024-10-06 16:00:00,DEV_004,94,67,44
DEV_004_2024-10-06 20:00:00,2024-10-06 20:00:00,DEV_004,15,65,39
DEV_004_2024-10-07 00:00:00,2024-10-07 00:00:00,DEV_004,49,77,79
DEV_004_2024-10-07 04:00:00,2024-10-07 04:00:00,DEV_004,29,26,23
DEV_004_2024-10-07 08:00:00,2024-10-07 08:00:00,DEV_004,94,41,48
DEV_004_2024-10-07 12:00:00,2024-10-07 12:00:00,DEV_004,92,31,55
DEV_004_2024-10-07 16:00:00,2024-10-07 16:00:00,DEV_004,76,23,11
DEV_004_2024-10-07 20:00:00,2024-10-07 20:00:00,DEV_004,40,87,37
DEV_004_2024-10-08 00:00:00,2024-10-08 00:00:00,DEV_004,85,9,88
DEV_004_2024-10-08 04:00:00,2024-10-08 04:00:00,DEV_004,71,18,6
DEV_004_2024-10-08 08:00:00,2024-10-08 08:00:00,DEV_004,22,88,35
DEV_004_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_004,32,18,22
DEV_004_2024-10-08 16:00:00,2024-10-08 16:00:00,DEV_004,37,30,33
DEV_004_2024-10-08 20:00:00,2024-10-08 20:00:00,DEV_004,45,39,87
DEV_004_2024-10-09 00:00:00,2024-10-09 00:00:00,DEV_004,66,9,86
DEV_004_2024-10-09 04:00:00,2024-10-09 04:00:00,DEV_004,61,1,53
DEV_004_2024-10-09 08:00:00,2024-10-09 08:00:00,DEV_004,74,96,46
DEV_004_2024-10-09 12:00:00,2024-10-09 12:00:00,DEV_004,7,74,44
DEV_004_2024-10-09 16:00:00,2024-10-09 16:00:00,DEV_004,45,80,88
DEV_004_2024-10-09 20:00:00,2024-10-09 20:00:00,DEV_004,4,44,19
DEV_004_2024-10-10 00:00:00,2024-10-10 00:00:00,DEV_004,65,25,19
DEV_004_2024-10-10 04:00:00,2024-10-10 04:00:00,DEV_004,64,47,91
DEV_004_2024-10-10 08:00:00,2024-10-10 08:00:00,DEV_004,26,99,44
DEV_004_2024-10-10 12:00:00,2024-10-10 12:00:00,DEV_004,83,80,28
DEV_004_2024-10-10 16:00:00,2024-10-10 16:00:00,DEV_004,54,53,47
DEV_004_2024-10-10 20:00:00,2024-10-10 20:00:00,DEV_004,73,40,50
DEV_004_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_004,17,65,80
DEV_004_2024-10-11 04:00:00,2024-10-11 04:00:00,DEV_004,91,1,54
DEV_004_2024-10-11 08:00:00,2024-10-11 08:00:00,DEV_004,71,25,97
DEV_004_2024-10-11 12:00:00,2024-10-11 12:00:00,DEV_004,68,28,39
DEV_004_2024-10-11 16:00:00,2024-10-11 16:00:00,DEV_004,23,93,31
DEV_004_2024-10-11 20:00:00,2024-10-11 20:00:00,DEV_004,59,72,85
DEV_004_2024-10-12 00:00:00,2024-10-12 00:00:00,DEV_004,66,88,2
DEV_004_2024-10-12 04:00:00,2024-10-12 04:00:00,DEV_004,28,18,54
DEV_004_2024-10-12 08:00:00,2024-10-12 08:00:00,DEV_004,26,9,39
DEV_004_2024-10-12 12:00:00,2024-10-12 12:00:00,DEV_004,75,53,6
DEV_004_2024-10-12 16:00:00,2024-10-12 16:00:00,DEV_004,37,95,72
DEV_004_2024-10-12 20:00:00,2024-10-12 20:00:00,DEV_004,47,84,47
DEV_004_2024-10-13 00:00:00,2024-10-13 00:00:00,DEV_004,76,96,54
DEV_004_2024-10-13 04:00:00,2024-10-13 04:00:00,DEV_004,48,46,35
DEV_004_2024-10-13 08:00:00,2024-10-13 08:00:00,DEV_004,56,8,10
DEV_004_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_004,65,72,47
DEV_004_2024-10-13 16:00:00,2024-10-13 16:00:00,DEV_004,78,44,32
DEV_004_2024-10-13 20:00:00,2024-10-13 20:00:00,DEV_004,79,16,33
DEV_004_2024-10-14 00:00:00,2024-10-14 00:00:00,DEV_004,26,50,86
DEV_004_2024-10-14 04:00:00,2024-10-14 04:00:00,DEV_004,22,34,92
DEV_004_2024-10-14 08:00:00,2024-10-14 08:00:00,DEV_004,45,20,7
DEV_004_2024-10-14 12:00:00,2024-10-14 12:00:00,DEV_004,80,63,17
DEV_004_2024-10-14 16:00:00,2024-10-14 16:00:00,DEV_004,55,91,79
DEV_004_2024-10-14 20:00:00,2024-10-14 20:00:00,DEV_004,14,16,84
DEV_004_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_004,77,89,35
DEV_004_2024-10-15 04:00:00,2024-10-15 04:00:00,DEV_004,15,57,70
DEV_004_2024-10-15 08:00:00,2024-10-15 08:00:00,DEV_004,20,91,56
DEV_004_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_004,50,88,95
DEV_004_2024-10-15 16:00:00,2024-10-15 16:00:00,DEV_004,33,79,28
DEV_004_2024-10-15 20:00:00,2024-10-15 20:00:00,DEV_004,12,51,12
DEV_004_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_004,3,72,71
DEV_004_2024-10-16 04:00:00,2024-10-16 04:00:00,DEV_004,77,80,3
DEV_004_2024-10-16 08:00:00,2024-10-16 08:00:00,DEV_004,60,66,54
DEV_004_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_004,32,72,91
DEV_004_2024-10-16 16:00:00,2024-10-16 16:00:00,DEV_004,97,87,71
DEV_004_2024-10-16 20:00:00,2024-10-16 20:00:00,DEV_004,29,67,98
DEV_004_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_004,17,15,84
DEV_004_2024-10-17 04:00:00,2024-10-17 04:00:00,DEV_004,36,57,22
DEV_004_2024-10-17 08:00:00,2024-10-17 08:00:00,DEV_004,40,67,70
DEV_004_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_004,66,74,83
DEV_004_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_004,77,38,31
DEV_004_2024-10-17 20:00:00,2024-10-17 20:00:00,DEV_004,91,86,71
DEV_004_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_004,14,99,8
DEV_004_2024-10-18 04:00:00,2024-10-18 04:00:00,DEV_004,39,32,72
DEV_004_2024-10-18 08:00:00,2024-10-18 08:00:00,DEV_004,37,10,86
DEV_004_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_004,83,16,82
DEV_004_2024-10-18 16:00:00,2024-10-18 16:00:00,DEV_004,77,71,10
DEV_004_2024-10-18 20:00:00,2024-10-18 20:00:00,DEV_004,70,2,16
DEV_004_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_004,36,99,99
DEV_004_2024-10-19 04:00:00,2024-10-19 04:00:00,DEV_004,95,8,44
DEV_004_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_004,66,78,55
DEV_004_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_004,82,7,13
DEV_004_2024-10-19 16:00:00,2024-10-19 16:00:00,DEV_004,9,79,73
DEV_004_2024-10-19 20:00:00,2024-10-19 20:00:00,DEV_004,68,5,74
DEV_004_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_004,55,20,64
DEV_004_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_004,18,50,54
DEV_004_2024-10-20 08:00:00,2024-10-20 08:00:00,DEV_004,89,43,52
DEV_004_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_004,44,18,93
DEV_004_2024-10-20 16:00:00,2024-10-20 16:00:00,DEV_004,6,64,82
DEV_004_2024-10-20 20:00:00,2024-10-20 20:00:00,DEV_004,35,48,9
DEV_004_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_004,63,95,91
DEV_004_2024-10-21 04:00:00,2024-10-21 04:00:00,DEV_004,63,70,10
DEV_004_2024-10-21 08:00:00,2024-10-21 08:00:00,DEV_004,38,17,69
DEV_004_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_004,30,64,21
DEV_004_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_004,89,90,12
DEV_004_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_004,15,66,56
DEV_004_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_004,41,20,28
DEV_004_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_004,80,61,66
DEV_004_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_004,25,95,20
DEV_004_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_004,2,52,40
DEV_004_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_004,12,72,88
DEV_004_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_004,70,96,45
DEV_004_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_004,97,83,13
DEV_004_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_004,37,58,77
DEV_004_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_004,17,27,18
DEV_004_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_004,21,14,8
DEV_004_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_004,59,60,64
DEV_004_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_004,91,73,82
DEV_004_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_004,39,12,80
DEV_004_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_004,93,70,88
DEV_004_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_004,86,55,25
DEV_004_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_004,35,89,42
DEV_004_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_004,20,59,48
DEV_004_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_004,3,69,16
DEV_004_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_004,59,21,96
DEV_004_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_004,15,84,38
DEV_004_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_004,46,42,43
DEV_004_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_004,84,37,60
DEV_004_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_004,63,55,59
DEV_004_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_004,38,63,91
DEV_004_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_004,16,48,4
DEV_004_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_004,95,58,79
DEV_004_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_004,27,27,53
DEV_004_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_004,92,26,81
DEV_004_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_004,29,39,94
DEV_004_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_004,26,78,11
DEV_004_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_004,64,8,13
DEV_004_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_004,50,1,65
DEV_004_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_004,43,8,33
DEV_004_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_004,56,19,92
DEV_004_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_004,95,21,22
DEV_004_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_004,22,51,49
DEV_004_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_004,8,68,7
DEV_004_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_004,80,61,95
DEV_004_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_004,74,86,14
DEV_004_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_004,70,75,56
DEV_004_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_004,38,31,22
DEV_004_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_004,50,82,1
DEV_004_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_004,42,46,65
DEV_004_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_004,95,27,78
DEV_004_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_004,49,59,2
DEV_004_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_004,19,73,11
DEV_004_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_004,32,50,67
DEV_004_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_004,29,56,19
DEV_004_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_004,59,31,1
DEV_004_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_004,51,54,87
DEV_004_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_004,50,68,71
DEV_004_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_004,24,24,11
DEV_004_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_004,99,31,93
DEV_004_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_004,46,70,54
DEV_004_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_004,13,65,81
DEV_004_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_004,26,30,60
DEV_004_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_004,20,14,87
DEV_004_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_004,61,37,95
DEV_004_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_004,25,74,43
DEV_004_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_004,77,96,70
DEV_004_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_004,83,45,78
DEV_004_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_004,37,44,19
DEV_004_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_004,87,86,26
DEV_004_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_004,72,50,2
DEV_004_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_004,10,34,70
DEV_004_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_004,29,47,91
DEV_004_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_004,18,70,81
DEV_004_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_004,95,78,24
DEV_004_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_004,82,20,75
DEV_004_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_004,32,26,43
DEV_004_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_004,64,3,94
DEV_004_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_004,28,7,40
DEV_004_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_004,78,68,31
DEV_004_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_004,28,37,75
DEV_004_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_004,82,7,95
DEV_004_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_004,77,48,41
DEV_004_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_004,43,71,59
DEV_004_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_004,37,94,98
DEV_004_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_004,4,45,35
DEV_004_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_004,20,31,1
DEV_004_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_004,89,46,71
DEV_004_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_004,56,53,79
DEV_004_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_004,46,9,85
DEV_004_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_004,55,71,69
DEV_004_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_004,40,49,27
DEV_004_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_004,2,15,59
DEV_004_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_004,4,63,73
DEV_004_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_004,85,19,31
DEV_004_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_004,86,54,12
DEV_004_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_004,54,35,78
DEV_004_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_004,93,53,64
DEV_004_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_004,16,61,32
DEV_004_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_004,8,36,9
DEV_004_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_004,55,73,64
DEV_004_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_004,91,51,85
DEV_004_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_004,31,78,89
