distid,createdts,sn,wc_interface,wc_current_ch,wc_enable
DEV_003_2024-10-07 18:00:00,2024-10-07 18:00:00,DEV_003,21,13,27
DEV_003_2024-10-07 20:00:00,2024-10-07 20:00:00,DEV_003,7,22,74
DEV_003_2024-10-07 22:00:00,2024-10-07 22:00:00,DEV_003,53,79,79
DEV_003_2024-10-08 00:00:00,2024-10-08 00:00:00,DEV_003,4,96,23
DEV_003_2024-10-08 02:00:00,2024-10-08 02:00:00,DEV_003,70,88,84
DEV_003_2024-10-08 04:00:00,2024-10-08 04:00:00,DEV_003,84,76,33
DEV_003_2024-10-08 06:00:00,2024-10-08 06:00:00,DEV_003,28,8,1
DEV_003_2024-10-08 08:00:00,2024-10-08 08:00:00,DEV_003,37,63,22
DEV_003_2024-10-08 10:00:00,2024-10-08 10:00:00,DEV_003,70,21,96
DEV_003_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_003,35,79,5
DEV_003_2024-10-08 14:00:00,2024-10-08 14:00:00,DEV_003,60,46,50
DEV_003_2024-10-08 16:00:00,2024-10-08 16:00:00,DEV_003,48,6,89
DEV_003_2024-10-08 18:00:00,2024-10-08 18:00:00,DEV_003,56,59,29
DEV_003_2024-10-08 20:00:00,2024-10-08 20:00:00,DEV_003,71,77,18
DEV_003_2024-10-08 22:00:00,2024-10-08 22:00:00,DEV_003,2,8,75
DEV_003_2024-10-09 00:00:00,2024-10-09 00:00:00,DEV_003,97,54,38
DEV_003_2024-10-09 02:00:00,2024-10-09 02:00:00,DEV_003,48,27,20
DEV_003_2024-10-09 04:00:00,2024-10-09 04:00:00,DEV_003,12,43,61
DEV_003_2024-10-09 06:00:00,2024-10-09 06:00:00,DEV_003,31,91,96
DEV_003_2024-10-09 08:00:00,2024-10-09 08:00:00,DEV_003,61,74,67
DEV_003_2024-10-09 10:00:00,2024-10-09 10:00:00,DEV_003,91,35,95
DEV_003_2024-10-09 12:00:00,2024-10-09 12:00:00,DEV_003,15,16,13
DEV_003_2024-10-09 14:00:00,2024-10-09 14:00:00,DEV_003,35,75,59
DEV_003_2024-10-09 16:00:00,2024-10-09 16:00:00,DEV_003,21,54,75
DEV_003_2024-10-09 18:00:00,2024-10-09 18:00:00,DEV_003,30,48,35
DEV_003_2024-10-09 20:00:00,2024-10-09 20:00:00,DEV_003,86,38,31
DEV_003_2024-10-09 22:00:00,2024-10-09 22:00:00,DEV_003,78,24,49
DEV_003_2024-10-10 00:00:00,2024-10-10 00:00:00,DEV_003,96,32,55
DEV_003_2024-10-10 02:00:00,2024-10-10 02:00:00,DEV_003,79,58,99
DEV_003_2024-10-10 04:00:00,2024-10-10 04:00:00,DEV_003,3,80,69
DEV_003_2024-10-10 06:00:00,2024-10-10 06:00:00,DEV_003,85,10,83
DEV_003_2024-10-10 08:00:00,2024-10-10 08:00:00,DEV_003,25,68,61
DEV_003_2024-10-10 10:00:00,2024-10-10 10:00:00,DEV_003,29,19,43
DEV_003_2024-10-10 12:00:00,2024-10-10 12:00:00,DEV_003,66,74,61
DEV_003_2024-10-10 14:00:00,2024-10-10 14:00:00,DEV_003,43,25,20
DEV_003_2024-10-10 16:00:00,2024-10-10 16:00:00,DEV_003,48,83,87
DEV_003_2024-10-10 18:00:00,2024-10-10 18:00:00,DEV_003,24,11,98
DEV_003_2024-10-10 20:00:00,2024-10-10 20:00:00,DEV_003,55,28,69
DEV_003_2024-10-10 22:00:00,2024-10-10 22:00:00,DEV_003,63,59,5
DEV_003_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_003,51,21,12
DEV_003_2024-10-11 02:00:00,2024-10-11 02:00:00,DEV_003,50,4,42
DEV_003_2024-10-11 04:00:00,2024-10-11 04:00:00,DEV_003,84,38,25
DEV_003_2024-10-11 06:00:00,2024-10-11 06:00:00,DEV_003,14,75,32
DEV_003_2024-10-11 08:00:00,2024-10-11 08:00:00,DEV_003,11,61,18
DEV_003_2024-10-11 10:00:00,2024-10-11 10:00:00,DEV_003,27,55,54
DEV_003_2024-10-11 12:00:00,2024-10-11 12:00:00,DEV_003,82,87,75
DEV_003_2024-10-11 14:00:00,2024-10-11 14:00:00,DEV_003,21,44,5
DEV_003_2024-10-11 16:00:00,2024-10-11 16:00:00,DEV_003,87,41,59
DEV_003_2024-10-11 18:00:00,2024-10-11 18:00:00,DEV_003,89,54,74
DEV_003_2024-10-11 20:00:00,2024-10-11 20:00:00,DEV_003,22,83,65
DEV_003_2024-10-11 22:00:00,2024-10-11 22:00:00,DEV_003,64,71,4
DEV_003_2024-10-12 00:00:00,2024-10-12 00:00:00,DEV_003,65,15,76
DEV_003_2024-10-12 02:00:00,2024-10-12 02:00:00,DEV_003,22,86,47
DEV_003_2024-10-12 04:00:00,2024-10-12 04:00:00,DEV_003,81,93,46
DEV_003_2024-10-12 06:00:00,2024-10-12 06:00:00,DEV_003,14,50,20
DEV_003_2024-10-12 08:00:00,2024-10-12 08:00:00,DEV_003,50,33,59
DEV_003_2024-10-12 10:00:00,2024-10-12 10:00:00,DEV_003,43,79,12
DEV_003_2024-10-12 12:00:00,2024-10-12 12:00:00,DEV_003,40,20,94
DEV_003_2024-10-12 14:00:00,2024-10-12 14:00:00,DEV_003,38,3,28
DEV_003_2024-10-12 16:00:00,2024-10-12 16:00:00,DEV_003,56,90,94
DEV_003_2024-10-12 18:00:00,2024-10-12 18:00:00,DEV_003,13,77,66
DEV_003_2024-10-12 20:00:00,2024-10-12 20:00:00,DEV_003,37,49,66
DEV_003_2024-10-12 22:00:00,2024-10-12 22:00:00,DEV_003,36,54,26
DEV_003_2024-10-13 00:00:00,2024-10-13 00:00:00,DEV_003,75,72,40
DEV_003_2024-10-13 02:00:00,2024-10-13 02:00:00,DEV_003,43,22,20
DEV_003_2024-10-13 04:00:00,2024-10-13 04:00:00,DEV_003,8,29,40
DEV_003_2024-10-13 06:00:00,2024-10-13 06:00:00,DEV_003,90,30,81
DEV_003_2024-10-13 08:00:00,2024-10-13 08:00:00,DEV_003,84,55,16
DEV_003_2024-10-13 10:00:00,2024-10-13 10:00:00,DEV_003,46,62,7
DEV_003_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_003,80,45,59
DEV_003_2024-10-13 14:00:00,2024-10-13 14:00:00,DEV_003,56,48,27
DEV_003_2024-10-13 16:00:00,2024-10-13 16:00:00,DEV_003,53,87,88
DEV_003_2024-10-13 18:00:00,2024-10-13 18:00:00,DEV_003,73,35,51
DEV_003_2024-10-13 20:00:00,2024-10-13 20:00:00,DEV_003,84,37,81
DEV_003_2024-10-13 22:00:00,2024-10-13 22:00:00,DEV_003,95,57,8
DEV_003_2024-10-14 00:00:00,2024-10-14 00:00:00,DEV_003,79,95,94
DEV_003_2024-10-14 02:00:00,2024-10-14 02:00:00,DEV_003,20,53,12
DEV_003_2024-10-14 04:00:00,2024-10-14 04:00:00,DEV_003,49,17,64
DEV_003_2024-10-14 06:00:00,2024-10-14 06:00:00,DEV_003,42,94,29
DEV_003_2024-10-14 08:00:00,2024-10-14 08:00:00,DEV_003,19,11,98
DEV_003_2024-10-14 10:00:00,2024-10-14 10:00:00,DEV_003,50,71,58
DEV_003_2024-10-14 12:00:00,2024-10-14 12:00:00,DEV_003,34,20,50
DEV_003_2024-10-14 14:00:00,2024-10-14 14:00:00,DEV_003,88,10,32
DEV_003_2024-10-14 16:00:00,2024-10-14 16:00:00,DEV_003,52,15,84
DEV_003_2024-10-14 18:00:00,2024-10-14 18:00:00,DEV_003,3,37,40
DEV_003_2024-10-14 20:00:00,2024-10-14 20:00:00,DEV_003,72,40,56
DEV_003_2024-10-14 22:00:00,2024-10-14 22:00:00,DEV_003,23,11,64
DEV_003_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_003,8,93,94
DEV_003_2024-10-15 02:00:00,2024-10-15 02:00:00,DEV_003,56,60,10
DEV_003_2024-10-15 04:00:00,2024-10-15 04:00:00,DEV_003,39,28,49
DEV_003_2024-10-15 06:00:00,2024-10-15 06:00:00,DEV_003,36,13,96
DEV_003_2024-10-15 08:00:00,2024-10-15 08:00:00,DEV_003,36,26,86
DEV_003_2024-10-15 10:00:00,2024-10-15 10:00:00,DEV_003,4,95,82
DEV_003_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_003,64,38,88
DEV_003_2024-10-15 14:00:00,2024-10-15 14:00:00,DEV_003,87,22,2
DEV_003_2024-10-15 16:00:00,2024-10-15 16:00:00,DEV_003,31,11,92
DEV_003_2024-10-15 18:00:00,2024-10-15 18:00:00,DEV_003,46,96,62
DEV_003_2024-10-15 20:00:00,2024-10-15 20:00:00,DEV_003,69,64,10
DEV_003_2024-10-15 22:00:00,2024-10-15 22:00:00,DEV_003,40,24,99
DEV_003_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_003,44,60,62
DEV_003_2024-10-16 02:00:00,2024-10-16 02:00:00,DEV_003,87,17,65
DEV_003_2024-10-16 04:00:00,2024-10-16 04:00:00,DEV_003,95,95,57
DEV_003_2024-10-16 06:00:00,2024-10-16 06:00:00,DEV_003,55,53,56
DEV_003_2024-10-16 08:00:00,2024-10-16 08:00:00,DEV_003,98,9,22
DEV_003_2024-10-16 10:00:00,2024-10-16 10:00:00,DEV_003,13,89,48
DEV_003_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_003,18,76,40
DEV_003_2024-10-16 14:00:00,2024-10-16 14:00:00,DEV_003,17,15,15
DEV_003_2024-10-16 16:00:00,2024-10-16 16:00:00,DEV_003,79,63,39
DEV_003_2024-10-16 18:00:00,2024-10-16 18:00:00,DEV_003,13,81,32
DEV_003_2024-10-16 20:00:00,2024-10-16 20:00:00,DEV_003,9,40,20
DEV_003_2024-10-16 22:00:00,2024-10-16 22:00:00,DEV_003,90,91,85
DEV_003_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_003,82,77,80
DEV_003_2024-10-17 02:00:00,2024-10-17 02:00:00,DEV_003,73,63,76
DEV_003_2024-10-17 04:00:00,2024-10-17 04:00:00,DEV_003,44,38,83
DEV_003_2024-10-17 06:00:00,2024-10-17 06:00:00,DEV_003,60,71,99
DEV_003_2024-10-17 08:00:00,2024-10-17 08:00:00,DEV_003,48,18,16
DEV_003_2024-10-17 10:00:00,2024-10-17 10:00:00,DEV_003,55,39,68
DEV_003_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_003,59,89,96
DEV_003_2024-10-17 14:00:00,2024-10-17 14:00:00,DEV_003,62,13,81
DEV_003_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_003,6,83,77
DEV_003_2024-10-17 18:00:00,2024-10-17 18:00:00,DEV_003,60,90,14
DEV_003_2024-10-17 20:00:00,2024-10-17 20:00:00,DEV_003,95,54,4
DEV_003_2024-10-17 22:00:00,2024-10-17 22:00:00,DEV_003,39,72,25
DEV_003_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_003,77,32,59
DEV_003_2024-10-18 02:00:00,2024-10-18 02:00:00,DEV_003,63,38,92
DEV_003_2024-10-18 04:00:00,2024-10-18 04:00:00,DEV_003,53,94,67
DEV_003_2024-10-18 06:00:00,2024-10-18 06:00:00,DEV_003,28,3,98
DEV_003_2024-10-18 08:00:00,2024-10-18 08:00:00,DEV_003,80,22,96
DEV_003_2024-10-18 10:00:00,2024-10-18 10:00:00,DEV_003,38,72,72
DEV_003_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_003,62,57,6
DEV_003_2024-10-18 14:00:00,2024-10-18 14:00:00,DEV_003,78,32,99
DEV_003_2024-10-18 16:00:00,2024-10-18 16:00:00,DEV_003,10,3,59
DEV_003_2024-10-18 18:00:00,2024-10-18 18:00:00,DEV_003,76,49,59
DEV_003_2024-10-18 20:00:00,2024-10-18 20:00:00,DEV_003,31,93,69
DEV_003_2024-10-18 22:00:00,2024-10-18 22:00:00,DEV_003,62,52,89
DEV_003_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_003,41,31,85
DEV_003_2024-10-19 02:00:00,2024-10-19 02:00:00,DEV_003,84,22,4
DEV_003_2024-10-19 04:00:00,2024-10-19 04:00:00,DEV_003,13,45,42
DEV_003_2024-10-19 06:00:00,2024-10-19 06:00:00,DEV_003,49,20,77
DEV_003_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_003,81,54,36
DEV_003_2024-10-19 10:00:00,2024-10-19 10:00:00,DEV_003,97,1,15
DEV_003_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_003,77,17,24
DEV_003_2024-10-19 14:00:00,2024-10-19 14:00:00,DEV_003,58,72,91
DEV_003_2024-10-19 16:00:00,2024-10-19 16:00:00,DEV_003,23,46,72
DEV_003_2024-10-19 18:00:00,2024-10-19 18:00:00,DEV_003,8,59,90
DEV_003_2024-10-19 20:00:00,2024-10-19 20:00:00,DEV_003,59,13,39
DEV_003_2024-10-19 22:00:00,2024-10-19 22:00:00,DEV_003,28,89,61
DEV_003_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_003,16,2,82
DEV_003_2024-10-20 02:00:00,2024-10-20 02:00:00,DEV_003,17,30,13
DEV_003_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_003,96,93,94
DEV_003_2024-10-20 06:00:00,2024-10-20 06:00:00,DEV_003,82,13,43
DEV_003_2024-10-20 08:00:00,2024-10-20 08:00:00,DEV_003,85,94,21
DEV_003_2024-10-20 10:00:00,2024-10-20 10:00:00,DEV_003,55,81,40
DEV_003_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_003,83,15,73
DEV_003_2024-10-20 14:00:00,2024-10-20 14:00:00,DEV_003,52,74,95
DEV_003_2024-10-20 16:00:00,2024-10-20 16:00:00,DEV_003,53,87,52
DEV_003_2024-10-20 18:00:00,2024-10-20 18:00:00,DEV_003,30,33,57
DEV_003_2024-10-20 20:00:00,2024-10-20 20:00:00,DEV_003,52,9,54
DEV_003_2024-10-20 22:00:00,2024-10-20 22:00:00,DEV_003,1,44,99
DEV_003_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_003,75,98,80
DEV_003_2024-10-21 02:00:00,2024-10-21 02:00:00,DEV_003,9,32,15
DEV_003_2024-10-21 04:00:00,2024-10-21 04:00:00,DEV_003,12,97,78
DEV_003_2024-10-21 06:00:00,2024-10-21 06:00:00,DEV_003,57,8,72
DEV_003_2024-10-21 08:00:00,2024-10-21 08:00:00,DEV_003,27,62,12
DEV_003_2024-10-21 10:00:00,2024-10-21 10:00:00,DEV_003,65,42,62
DEV_003_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_003,11,43,95
DEV_003_2024-10-21 14:00:00,2024-10-21 14:00:00,DEV_003,17,97,32
DEV_003_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_003,93,85,85
DEV_003_2024-10-21 18:00:00,2024-10-21 18:00:00,DEV_003,40,23,56
DEV_003_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_003,6,86,50
DEV_003_2024-10-21 22:00:00,2024-10-21 22:00:00,DEV_003,37,64,54
DEV_003_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_003,72,49,99
DEV_003_2024-10-22 02:00:00,2024-10-22 02:00:00,DEV_003,11,88,49
DEV_003_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_003,21,66,63
DEV_003_2024-10-22 06:00:00,2024-10-22 06:00:00,DEV_003,83,28,17
DEV_003_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_003,6,19,56
DEV_003_2024-10-22 10:00:00,2024-10-22 10:00:00,DEV_003,28,66,38
DEV_003_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_003,37,68,86
DEV_003_2024-10-22 14:00:00,2024-10-22 14:00:00,DEV_003,90,49,43
DEV_003_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_003,36,58,13
DEV_003_2024-10-22 18:00:00,2024-10-22 18:00:00,DEV_003,52,58,32
DEV_003_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_003,81,60,83
DEV_003_2024-10-22 22:00:00,2024-10-22 22:00:00,DEV_003,58,99,56
DEV_003_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_003,28,1,42
DEV_003_2024-10-23 02:00:00,2024-10-23 02:00:00,DEV_003,82,48,40
DEV_003_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_003,97,63,76
DEV_003_2024-10-23 06:00:00,2024-10-23 06:00:00,DEV_003,72,88,80
DEV_003_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_003,4,38,27
DEV_003_2024-10-23 10:00:00,2024-10-23 10:00:00,DEV_003,9,16,56
DEV_003_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_003,76,31,88
DEV_003_2024-10-23 14:00:00,2024-10-23 14:00:00,DEV_003,14,25,34
DEV_003_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_003,67,24,73
DEV_003_2024-10-23 18:00:00,2024-10-23 18:00:00,DEV_003,26,20,64
DEV_003_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_003,10,83,67
DEV_003_2024-10-23 22:00:00,2024-10-23 22:00:00,DEV_003,24,5,67
DEV_003_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_003,58,27,80
DEV_003_2024-10-24 02:00:00,2024-10-24 02:00:00,DEV_003,15,35,76
DEV_003_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_003,53,44,26
DEV_003_2024-10-24 06:00:00,2024-10-24 06:00:00,DEV_003,47,34,87
DEV_003_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_003,95,50,84
DEV_003_2024-10-24 10:00:00,2024-10-24 10:00:00,DEV_003,12,87,4
DEV_003_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_003,87,48,55
DEV_003_2024-10-24 14:00:00,2024-10-24 14:00:00,DEV_003,1,89,66
DEV_003_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_003,30,3,21
DEV_003_2024-10-24 18:00:00,2024-10-24 18:00:00,DEV_003,89,84,49
DEV_003_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_003,86,85,62
DEV_003_2024-10-24 22:00:00,2024-10-24 22:00:00,DEV_003,97,38,15
DEV_003_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_003,52,79,46
DEV_003_2024-10-25 02:00:00,2024-10-25 02:00:00,DEV_003,25,21,88
DEV_003_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_003,5,70,47
DEV_003_2024-10-25 06:00:00,2024-10-25 06:00:00,DEV_003,87,68,91
DEV_003_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_003,18,21,92
DEV_003_2024-10-25 10:00:00,2024-10-25 10:00:00,DEV_003,99,86,23
DEV_003_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_003,64,67,40
DEV_003_2024-10-25 14:00:00,2024-10-25 14:00:00,DEV_003,10,89,52
DEV_003_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_003,72,75,61
DEV_003_2024-10-25 18:00:00,2024-10-25 18:00:00,DEV_003,64,5,53
DEV_003_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_003,55,37,56
DEV_003_2024-10-25 22:00:00,2024-10-25 22:00:00,DEV_003,59,93,69
DEV_003_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_003,73,59,2
DEV_003_2024-10-26 02:00:00,2024-10-26 02:00:00,DEV_003,65,60,51
DEV_003_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_003,30,11,92
DEV_003_2024-10-26 06:00:00,2024-10-26 06:00:00,DEV_003,76,39,90
DEV_003_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_003,77,72,63
DEV_003_2024-10-26 10:00:00,2024-10-26 10:00:00,DEV_003,64,61,54
DEV_003_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_003,92,94,73
DEV_003_2024-10-26 14:00:00,2024-10-26 14:00:00,DEV_003,95,58,85
DEV_003_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_003,56,34,31
DEV_003_2024-10-26 18:00:00,2024-10-26 18:00:00,DEV_003,52,89,76
DEV_003_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_003,1,55,22
DEV_003_2024-10-26 22:00:00,2024-10-26 22:00:00,DEV_003,40,1,65
DEV_003_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_003,63,54,42
DEV_003_2024-10-27 02:00:00,2024-10-27 02:00:00,DEV_003,21,79,81
DEV_003_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_003,22,38,99
DEV_003_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_003,80,8,62
DEV_003_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_003,47,17,17
DEV_003_2024-10-27 10:00:00,2024-10-27 10:00:00,DEV_003,90,13,17
DEV_003_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_003,38,81,78
DEV_003_2024-10-27 14:00:00,2024-10-27 14:00:00,DEV_003,45,6,35
DEV_003_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_003,14,72,61
DEV_003_2024-10-27 18:00:00,2024-10-27 18:00:00,DEV_003,15,54,27
DEV_003_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_003,13,31,35
DEV_003_2024-10-27 22:00:00,2024-10-27 22:00:00,DEV_003,60,6,69
DEV_003_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_003,86,58,49
DEV_003_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_003,23,89,34
DEV_003_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_003,26,47,5
DEV_003_2024-10-28 06:00:00,2024-10-28 06:00:00,DEV_003,90,20,6
DEV_003_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_003,70,59,64
DEV_003_2024-10-28 10:00:00,2024-10-28 10:00:00,DEV_003,18,4,17
DEV_003_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_003,14,78,13
DEV_003_2024-10-28 14:00:00,2024-10-28 14:00:00,DEV_003,7,44,15
DEV_003_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_003,19,63,35
DEV_003_2024-10-28 18:00:00,2024-10-28 18:00:00,DEV_003,81,35,19
DEV_003_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_003,20,35,32
DEV_003_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_003,48,44,24
DEV_003_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_003,61,17,71
DEV_003_2024-10-29 02:00:00,2024-10-29 02:00:00,DEV_003,50,65,99
DEV_003_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_003,32,36,13
DEV_003_2024-10-29 06:00:00,2024-10-29 06:00:00,DEV_003,70,58,14
DEV_003_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_003,37,79,68
DEV_003_2024-10-29 10:00:00,2024-10-29 10:00:00,DEV_003,40,59,80
DEV_003_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_003,92,16,62
DEV_003_2024-10-29 14:00:00,2024-10-29 14:00:00,DEV_003,4,45,90
DEV_003_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_003,28,96,66
DEV_003_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_003,31,3,8
DEV_003_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_003,24,15,43
DEV_003_2024-10-29 22:00:00,2024-10-29 22:00:00,DEV_003,31,73,45
DEV_003_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_003,66,8,71
DEV_003_2024-10-30 02:00:00,2024-10-30 02:00:00,DEV_003,57,80,99
DEV_003_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_003,30,74,18
DEV_003_2024-10-30 06:00:00,2024-10-30 06:00:00,DEV_003,69,93,39
DEV_003_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_003,60,98,43
DEV_003_2024-10-30 10:00:00,2024-10-30 10:00:00,DEV_003,45,23,69
DEV_003_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_003,94,6,56
DEV_003_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_003,4,93,23
DEV_003_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_003,6,32,18
DEV_003_2024-10-30 18:00:00,2024-10-30 18:00:00,DEV_003,15,40,96
DEV_003_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_003,73,74,84
DEV_003_2024-10-30 22:00:00,2024-10-30 22:00:00,DEV_003,6,63,67
DEV_003_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_003,11,43,17
DEV_003_2024-10-31 02:00:00,2024-10-31 02:00:00,DEV_003,96,4,63
DEV_003_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_003,68,81,41
DEV_003_2024-10-31 06:00:00,2024-10-31 06:00:00,DEV_003,83,5,32
DEV_003_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_003,86,70,35
DEV_003_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_003,22,65,84
DEV_003_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_003,22,11,77
DEV_003_2024-10-31 14:00:00,2024-10-31 14:00:00,DEV_003,3,9,60
DEV_003_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_003,76,87,14
DEV_003_2024-10-31 18:00:00,2024-10-31 18:00:00,DEV_003,97,18,73
DEV_003_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_003,23,74,83
DEV_003_2024-10-31 22:00:00,2024-10-31 22:00:00,DEV_003,47,69,47
DEV_003_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_003,87,30,25
DEV_003_2024-11-01 02:00:00,2024-11-01 02:00:00,DEV_003,28,98,25
DEV_003_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_003,74,78,58
DEV_003_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_003,94,41,25
DEV_003_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_003,78,99,48
DEV_003_2024-11-01 10:00:00,2024-11-01 10:00:00,DEV_003,98,10,99
DEV_003_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_003,75,11,85
DEV_003_2024-11-01 14:00:00,2024-11-01 14:00:00,DEV_003,21,86,45
DEV_003_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_003,7,81,64
DEV_003_2024-11-01 18:00:00,2024-11-01 18:00:00,DEV_003,64,2,76
DEV_003_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_003,42,82,54
DEV_003_2024-11-01 22:00:00,2024-11-01 22:00:00,DEV_003,75,16,18
DEV_003_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_003,99,59,90
DEV_003_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_003,16,6,57
DEV_003_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_003,47,48,42
DEV_003_2024-11-02 06:00:00,2024-11-02 06:00:00,DEV_003,76,60,77
DEV_003_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_003,4,2,90
DEV_003_2024-11-02 10:00:00,2024-11-02 10:00:00,DEV_003,59,27,27
DEV_003_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_003,79,72,7
DEV_003_2024-11-02 14:00:00,2024-11-02 14:00:00,DEV_003,63,46,63
DEV_003_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_003,12,13,43
DEV_003_2024-11-02 18:00:00,2024-11-02 18:00:00,DEV_003,17,63,81
DEV_003_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_003,36,85,8
DEV_003_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_003,69,90,80
DEV_003_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_003,36,28,93
DEV_003_2024-11-03 02:00:00,2024-11-03 02:00:00,DEV_003,47,76,30
