sn,createdts,upload_data,download_data,signal_strength,legacy_devices,stationary_mobile,downlink_phy_rate,max_downlink_phy_rate,uplink_phy_rate,max_uplink_phy_rate,num_clients_connected,son_status,upload_speed,download_speed,latency,channel_switches,wifi_association,son_steer_success_status
DEV_002,2024-12-09 12:00:00,98,3,29,No,Mobile,40,19,20,21,27,88,52,85,21,1,None,None
DEV_002,2024-12-10 00:00:00,91,52,78,No,Mobile,81,15,46,31,71,19,21,12,58,1,None,None
DEV_002,2024-12-10 12:00:00,54,36,2,No,Mobile,76,70,38,65,19,63,8,32,72,1,None,None
DEV_002,2024-12-11 00:00:00,52,53,18,No,Mobile,38,86,38,55,6,48,17,6,5,1,None,None
DEV_002,2024-12-11 12:00:00,65,37,68,No,Mobile,16,89,83,20,54,86,92,89,97,1,None,None
DEV_002,2024-12-12 00:00:00,28,4,1,No,Mobile,79,77,95,81,66,51,68,91,95,1,None,None
DEV_002,2024-12-12 12:00:00,74,36,86,No,Mobile,97,92,71,50,92,58,32,65,12,1,None,None
DEV_002,2024-12-13 00:00:00,16,12,85,No,Mobile,68,60,81,28,20,88,55,82,65,1,None,None
DEV_002,2024-12-13 12:00:00,22,59,66,No,Mobile,37,99,56,61,72,88,99,28,17,1,None,None
DEV_002,2024-12-14 00:00:00,36,85,75,No,Mobile,98,34,61,60,37,77,71,29,1,1,None,None
DEV_002,2024-12-14 12:00:00,97,79,54,No,Mobile,78,25,5,2,13,52,24,54,27,1,None,None
DEV_002,2024-12-15 00:00:00,84,6,50,No,Mobile,92,75,84,70,7,41,42,83,12,1,None,None
DEV_002,2024-12-15 12:00:00,64,89,90,No,Mobile,52,85,54,69,87,82,13,25,89,1,None,None
DEV_002,2024-12-16 00:00:00,51,49,22,No,Mobile,62,60,80,81,89,46,57,76,10,1,None,None
DEV_002,2024-12-16 12:00:00,74,21,83,No,Mobile,28,66,27,32,4,80,34,98,54,1,None,None
DEV_002,2024-12-17 00:00:00,6,97,21,No,Mobile,57,28,85,24,66,33,85,70,46,1,None,None
DEV_002,2024-12-17 12:00:00,18,65,50,No,Mobile,87,81,45,62,55,55,20,69,83,1,None,None
DEV_002,2024-12-18 00:00:00,2,48,40,No,Mobile,99,53,59,68,47,36,12,64,98,1,None,None
DEV_002,2024-12-18 12:00:00,81,45,9,No,Mobile,46,17,67,33,57,22,38,19,45,1,None,None
DEV_002,2024-12-19 00:00:00,13,81,93,No,Mobile,78,30,44,48,15,28,8,1,6,1,None,None
DEV_002,2024-12-19 12:00:00,60,10,96,No,Mobile,67,24,74,44,49,55,14,68,87,1,None,None
DEV_002,2024-12-20 00:00:00,13,52,52,No,Mobile,43,98,61,81,82,80,6,78,25,1,None,None
DEV_002,2024-12-20 12:00:00,6,20,74,No,Mobile,22,33,87,46,6,52,11,88,12,1,None,None
DEV_002,2024-12-21 00:00:00,94,79,99,No,Mobile,99,20,58,23,11,19,61,92,45,1,None,None
DEV_002,2024-12-21 12:00:00,26,51,26,No,Mobile,22,67,95,78,86,84,47,51,84,1,None,None
DEV_002,2024-12-22 00:00:00,5,85,62,No,Mobile,16,80,88,19,3,70,80,16,39,1,None,None
DEV_002,2024-12-22 12:00:00,96,67,33,Yes,Mobile,45,25,37,36,28,95,6,89,1,1,None,None
DEV_002,2024-12-23 00:00:00,12,17,95,No,Mobile,40,5,92,28,37,77,60,50,39,1,None,None
DEV_002,2024-12-23 12:00:00,43,3,48,No,Mobile,65,71,60,14,32,1,19,78,29,1,None,None
DEV_002,2024-12-24 00:00:00,40,47,61,No,Mobile,14,72,88,67,86,2,46,36,15,1,None,None
DEV_002,2024-12-24 12:00:00,60,26,81,No,Mobile,26,18,44,7,49,42,42,73,2,1,None,None
DEV_002,2024-12-25 00:00:00,53,98,58,No,Mobile,24,61,1,89,99,13,69,77,66,1,None,None
DEV_002,2024-12-25 12:00:00,60,8,35,No,Mobile,34,10,40,52,95,9,93,68,10,1,None,None
DEV_002,2024-12-26 00:00:00,55,43,39,No,Mobile,77,19,56,90,61,68,17,8,27,1,None,None
DEV_002,2024-12-26 12:00:00,31,97,85,No,Mobile,86,5,54,53,84,68,66,96,40,1,None,None
DEV_002,2024-12-27 00:00:00,61,85,10,No,Mobile,87,5,61,76,71,4,93,80,48,1,None,None
DEV_002,2024-12-27 12:00:00,7,54,58,No,Mobile,61,72,28,85,38,12,68,54,54,1,None,None
DEV_002,2024-12-28 00:00:00,71,36,91,No,Mobile,70,24,36,5,78,16,12,3,99,1,None,None
DEV_002,2024-12-28 12:00:00,24,7,63,No,Mobile,46,48,25,43,65,45,57,43,1,1,None,None
DEV_002,2024-12-29 00:00:00,68,26,41,No,Mobile,75,5,53,38,62,95,83,91,97,1,None,None
DEV_002,2024-12-29 12:00:00,43,48,20,No,Mobile,94,35,33,81,71,57,73,90,4,1,None,None
DEV_003,2024-09-01 00:00:00,59,19,70,No,Mobile,23,83,95,33,65,23,47,89,17,1,None,None
DEV_003,2024-09-03 12:00:00,81,9,10,No,Mobile,97,67,81,9,6,55,43,88,54,1,None,None
DEV_003,2024-09-06 00:00:00,40,9,31,No,Mobile,78,95,15,34,88,78,72,16,7,1,None,None
DEV_003,2024-09-08 12:00:00,59,75,45,No,Mobile,66,68,32,41,38,27,45,79,52,1,None,None
DEV_003,2024-09-11 00:00:00,57,88,83,No,Mobile,94,76,69,28,80,1,29,71,65,1,None,None
DEV_003,2024-09-13 12:00:00,88,98,11,No,Mobile,59,52,74,93,52,78,38,12,22,1,None,None
DEV_003,2024-09-16 00:00:00,4,75,85,Yes,Mobile,59,25,9,25,3,76,76,88,72,1,None,None
DEV_003,2024-09-18 12:00:00,73,13,54,No,Mobile,30,39,97,64,48,27,86,18,32,1,None,None
DEV_003,2024-09-21 00:00:00,80,15,46,No,Mobile,24,2,59,36,63,28,74,10,34,1,None,None
DEV_003,2024-09-23 12:00:00,57,61,32,No,Mobile,98,98,8,80,80,2,55,5,96,1,None,None
DEV_003,2024-09-26 00:00:00,73,75,94,No,Mobile,26,32,28,51,11,46,55,52,48,1,None,None
DEV_003,2024-09-28 12:00:00,30,91,4,No,Mobile,71,47,88,96,35,75,69,23,21,1,None,None
DEV_003,2024-10-01 00:00:00,42,3,49,No,Mobile,83,82,37,92,77,47,12,84,57,1,None,None
DEV_003,2024-10-03 12:00:00,11,87,23,No,Mobile,65,59,76,89,98,39,3,19,37,1,None,None
DEV_003,2024-10-06 00:00:00,48,45,64,No,Mobile,78,9,78,2,89,90,17,36,8,1,None,None
DEV_003,2024-10-08 12:00:00,88,24,82,No,Mobile,12,42,79,12,93,6,1,83,14,1,None,None
DEV_003,2024-10-11 00:00:00,69,33,65,No,Mobile,63,88,32,55,83,49,13,92,93,1,None,None
DEV_003,2024-10-13 12:00:00,11,59,70,No,Mobile,43,89,87,5,36,53,54,84,9,1,None,None
DEV_003,2024-10-16 00:00:00,77,72,41,Yes,Mobile,50,81,17,8,99,12,64,91,15,1,None,None
DEV_003,2024-10-18 12:00:00,32,57,18,No,Mobile,61,31,40,46,84,48,6,98,10,1,None,None
DEV_003,2024-10-21 00:00:00,88,11,79,No,Mobile,45,36,34,34,95,60,19,43,28,1,Disassociation,None
DEV_003,2024-10-23 12:00:00,51,77,98,No,Mobile,94,80,97,35,10,89,12,33,65,1,None,None
DEV_003,2024-10-26 00:00:00,9,60,86,No,Mobile,34,99,36,83,9,45,97,6,15,1,None,None
DEV_003,2024-10-28 12:00:00,90,59,85,No,Mobile,72,42,6,55,23,21,88,42,63,1,None,None
DEV_003,2024-10-31 00:00:00,30,8,29,No,Mobile,51,83,24,82,36,7,97,49,27,1,None,None
DEV_003,2024-11-02 12:00:00,60,62,20,No,Mobile,90,7,95,62,22,73,81,1,98,1,None,None
DEV_003,2024-11-05 00:00:00,74,18,59,No,Mobile,13,32,86,70,30,93,75,49,75,1,None,None
DEV_003,2024-11-07 12:00:00,74,39,3,No,Mobile,99,52,82,88,32,35,54,66,1,1,None,None
DEV_003,2024-11-10 00:00:00,8,86,70,No,Mobile,61,58,29,63,56,68,20,87,55,1,None,None
DEV_003,2024-11-12 12:00:00,97,11,79,No,Mobile,92,21,87,73,34,31,13,52,40,1,None,None
DEV_003,2024-11-15 00:00:00,49,43,80,No,Mobile,26,97,15,53,11,10,31,70,4,1,None,None
DEV_003,2024-11-17 12:00:00,87,8,5,No,Mobile,74,90,80,59,96,36,60,35,98,1,None,None
DEV_003,2024-11-20 00:00:00,19,36,2,No,Mobile,19,46,40,18,22,32,90,37,70,1,None,None
DEV_003,2024-11-22 12:00:00,56,23,87,No,Mobile,49,47,70,45,78,71,19,58,76,1,None,None
DEV_003,2024-11-25 00:00:00,70,31,7,No,Mobile,69,4,91,73,41,14,3,43,11,1,None,None
DEV_003,2024-11-27 12:00:00,37,14,87,No,Mobile,73,24,75,92,92,2,60,99,20,1,None,None
DEV_003,2024-11-30 00:00:00,16,11,56,No,Mobile,56,22,18,39,36,36,93,30,85,1,None,None
DEV_003,2024-12-02 12:00:00,54,98,38,No,Mobile,30,2,20,44,26,6,80,37,61,1,None,None
DEV_003,2024-12-05 00:00:00,10,41,75,No,Mobile,84,64,39,97,99,82,82,87,47,1,None,None
DEV_003,2024-12-07 12:00:00,83,86,17,No,Mobile,51,2,12,97,76,51,72,62,60,1,None,None
DEV_003,2024-12-10 00:00:00,85,77,82,No,Mobile,56,45,44,94,16,26,26,75,56,1,None,None
DEV_003,2024-12-12 12:00:00,1,32,18,No,Mobile,68,49,13,69,98,50,32,50,7,1,None,None
DEV_003,2024-12-15 00:00:00,58,77,14,No,Mobile,10,78,81,22,51,78,54,56,20,1,None,None
DEV_003,2024-12-17 12:00:00,51,72,21,No,Mobile,47,22,29,40,91,62,99,33,17,1,None,None
DEV_003,2024-12-20 00:00:00,23,34,49,No,Mobile,99,49,10,96,49,76,86,11,13,1,None,None
DEV_003,2024-12-22 12:00:00,31,66,75,No,Mobile,8,69,98,32,25,99,52,78,73,1,Disassociation,None
DEV_003,2024-12-25 00:00:00,97,95,67,No,Mobile,74,75,22,17,58,81,46,89,93,1,None,None
DEV_003,2024-12-27 12:00:00,98,15,40,No,Mobile,47,76,52,88,7,15,75,31,4,1,None,None
DEV_004,2024-09-01 00:00:00,8,35,7,No,Mobile,23,23,46,19,40,60,9,22,7,1,None,None
DEV_004,2024-09-01 12:00:00,71,29,49,No,Mobile,91,16,81,75,63,53,4,11,76,1,None,None
DEV_004,2024-09-02 00:00:00,9,66,32,No,Mobile,91,41,11,65,29,51,43,47,88,1,None,None
DEV_004,2024-09-02 12:00:00,29,79,33,No,Mobile,15,77,35,54,93,13,46,31,2,1,None,None
DEV_004,2024-09-03 00:00:00,97,94,27,No,Mobile,89,38,97,52,20,34,33,36,25,1,None,None
DEV_004,2024-09-03 12:00:00,43,92,84,No,Mobile,40,42,37,84,71,40,68,67,49,1,None,None
DEV_004,2024-09-04 00:00:00,49,19,81,No,Mobile,30,76,57,85,50,80,85,60,89,1,None,None
DEV_004,2024-09-04 12:00:00,95,51,74,No,Mobile,61,48,53,34,15,29,34,96,93,1,None,None
DEV_004,2024-09-05 00:00:00,47,80,28,No,Mobile,56,1,52,82,74,25,98,46,39,1,None,None
DEV_004,2024-09-05 12:00:00,39,86,66,No,Mobile,20,14,38,37,39,60,44,62,34,1,None,None
DEV_004,2024-09-06 00:00:00,92,24,63,No,Mobile,34,49,63,9,91,82,5,6,95,1,None,None
DEV_004,2024-09-06 12:00:00,36,63,93,No,Mobile,79,54,79,77,77,62,39,75,42,1,None,None
DEV_004,2024-09-07 00:00:00,38,61,81,No,Mobile,90,80,12,46,78,21,2,43,87,1,None,None
DEV_004,2024-09-07 12:00:00,67,79,15,No,Mobile,27,77,98,18,34,33,12,49,91,1,None,None
DEV_004,2024-09-08 00:00:00,36,3,14,No,Mobile,38,5,46,90,53,28,21,28,33,1,None,None
DEV_004,2024-09-08 12:00:00,57,47,32,No,Mobile,1,79,35,84,46,29,96,84,75,1,None,None
DEV_004,2024-09-09 00:00:00,54,98,16,No,Mobile,78,65,95,44,69,89,11,17,53,1,None,None
DEV_004,2024-09-09 12:00:00,95,6,65,No,Mobile,9,76,21,67,52,52,53,9,91,1,None,None
DEV_004,2024-09-10 00:00:00,58,59,85,No,Mobile,55,51,36,68,11,97,65,81,92,1,None,None
DEV_004,2024-09-10 12:00:00,94,74,13,Yes,Mobile,60,36,62,63,9,61,46,32,35,1,None,None
DEV_004,2024-09-11 00:00:00,63,82,74,No,Mobile,15,57,7,78,57,19,93,39,88,1,None,None
DEV_004,2024-09-11 12:00:00,59,80,90,Yes,Mobile,98,12,10,93,3,16,75,26,1,1,None,None
DEV_004,2024-09-12 00:00:00,11,21,89,No,Mobile,23,44,65,70,74,93,45,20,68,1,None,None
DEV_004,2024-09-12 12:00:00,51,96,34,No,Mobile,76,9,5,81,1,39,45,67,10,1,None,None
DEV_004,2024-09-13 00:00:00,2,62,53,No,Mobile,57,48,79,6,61,13,65,4,33,1,None,None
DEV_004,2024-09-13 12:00:00,7,75,94,No,Mobile,84,64,66,7,43,93,27,23,57,1,None,None
DEV_004,2024-09-14 00:00:00,71,46,61,No,Mobile,16,60,32,41,12,41,28,75,73,1,None,None
DEV_004,2024-09-14 12:00:00,20,13,36,No,Mobile,3,47,12,60,66,4,4,48,55,1,None,None
DEV_004,2024-09-15 00:00:00,14,86,84,No,Mobile,51,87,77,44,91,29,74,90,83,1,None,None
DEV_004,2024-09-15 12:00:00,77,55,75,No,Mobile,94,92,87,61,80,91,60,30,80,1,None,None
DEV_004,2024-09-16 00:00:00,49,68,52,No,Mobile,54,52,85,42,43,38,3,21,64,1,None,None
DEV_004,2024-09-16 12:00:00,77,29,17,No,Mobile,57,11,66,34,33,10,65,53,88,1,None,None
DEV_004,2024-09-17 00:00:00,67,48,16,No,Mobile,32,62,86,76,51,69,14,50,23,1,None,None
DEV_004,2024-09-17 12:00:00,34,21,59,No,Mobile,89,3,56,62,29,38,26,75,90,1,None,None
DEV_004,2024-09-18 00:00:00,44,46,12,No,Mobile,99,16,21,91,23,81,66,93,25,1,None,None
DEV_004,2024-09-18 12:00:00,35,60,41,No,Mobile,73,84,49,26,75,68,53,14,67,1,None,None
DEV_004,2024-09-19 00:00:00,35,78,83,No,Mobile,25,99,7,3,10,64,53,7,85,1,None,None
DEV_004,2024-09-19 12:00:00,16,39,5,No,Mobile,81,64,48,26,84,83,60,91,24,1,None,None
DEV_004,2024-09-20 00:00:00,78,20,72,No,Mobile,58,38,42,88,60,87,19,29,91,1,None,None
DEV_004,2024-09-20 12:00:00,6,14,4,No,Mobile,45,92,39,74,93,50,19,17,94,1,None,None
DEV_004,2024-09-21 00:00:00,53,60,45,No,Mobile,1,66,92,23,76,64,11,58,83,1,None,None
DEV_004,2024-09-21 12:00:00,45,7,26,No,Mobile,92,47,87,66,69,63,89,63,38,1,None,None
DEV_004,2024-09-22 00:00:00,21,27,81,No,Mobile,55,85,65,16,62,94,33,15,67,1,None,None
DEV_004,2024-09-22 12:00:00,8,43,55,No,Mobile,58,21,47,51,54,8,24,50,60,1,None,None
DEV_004,2024-09-23 00:00:00,88,94,58,No,Mobile,92,23,88,27,83,34,31,58,78,1,None,None
DEV_004,2024-09-23 12:00:00,15,11,96,No,Mobile,6,2,23,93,56,26,6,27,6,1,None,None
DEV_004,2024-09-24 00:00:00,8,45,62,No,Mobile,55,91,38,84,20,91,71,52,63,1,None,None
DEV_004,2024-09-24 12:00:00,30,40,10,No,Mobile,57,35,27,68,16,16,50,63,3,1,None,None
DEV_004,2024-09-25 00:00:00,8,90,19,No,Mobile,81,65,53,13,82,99,46,32,22,1,None,None
DEV_004,2024-09-25 12:00:00,73,7,99,No,Mobile,64,24,67,1,81,96,45,64,36,1,None,None
DEV_004,2024-09-26 00:00:00,4,97,41,No,Mobile,22,10,44,60,44,49,50,16,6,1,None,None
DEV_004,2024-09-26 12:00:00,69,70,81,No,Mobile,42,96,40,14,15,18,59,17,50,1,None,None
DEV_004,2024-09-27 00:00:00,73,86,45,No,Mobile,31,70,41,46,59,41,5,91,8,1,None,None
DEV_004,2024-09-27 12:00:00,46,32,13,No,Mobile,49,86,91,69,70,59,94,81,28,1,None,None
DEV_004,2024-09-28 00:00:00,83,72,6,No,Mobile,75,43,55,77,91,13,16,12,64,1,None,None
DEV_004,2024-09-28 12:00:00,35,92,50,No,Mobile,26,96,15,86,55,15,31,79,53,1,None,None
DEV_004,2024-09-29 00:00:00,74,79,80,No,Mobile,42,26,52,27,20,72,7,80,15,1,None,None
DEV_004,2024-09-29 12:00:00,35,43,97,No,Mobile,51,46,62,62,82,4,61,34,48,1,None,None
DEV_004,2024-09-30 00:00:00,56,34,28,No,Mobile,41,10,52,56,41,96,39,86,61,1,None,None
DEV_004,2024-09-30 12:00:00,13,18,19,No,Mobile,81,42,71,21,77,11,99,88,9,1,None,None
DEV_004,2024-10-01 00:00:00,2,73,28,No,Mobile,62,29,83,92,35,61,31,64,67,1,None,None
DEV_004,2024-10-01 12:00:00,24,92,91,No,Mobile,36,73,15,59,96,18,93,72,99,1,None,None
DEV_004,2024-10-02 00:00:00,67,73,56,No,Mobile,19,14,66,71,34,56,70,4,61,1,None,None
DEV_004,2024-10-02 12:00:00,58,86,98,No,Mobile,56,4,66,9,58,24,56,29,83,1,None,None
DEV_004,2024-10-03 00:00:00,87,10,77,No,Mobile,22,56,46,18,67,84,22,41,39,1,None,None
DEV_004,2024-10-03 12:00:00,94,55,60,No,Mobile,45,84,20,9,11,84,53,69,11,1,None,None
DEV_004,2024-10-04 00:00:00,8,20,80,No,Mobile,58,65,35,8,31,74,16,32,22,1,None,None
DEV_004,2024-10-04 12:00:00,26,71,5,No,Mobile,84,64,92,23,90,18,15,18,14,1,None,None
DEV_004,2024-10-05 00:00:00,33,62,67,No,Mobile,7,30,91,36,23,23,30,33,15,1,None,None
DEV_004,2024-10-05 12:00:00,81,31,75,No,Mobile,61,80,73,23,93,47,96,74,29,1,None,None
DEV_004,2024-10-06 00:00:00,23,95,14,No,Mobile,60,43,5,75,59,43,79,46,23,1,None,None
DEV_004,2024-10-06 12:00:00,4,93,51,No,Mobile,40,53,98,72,56,91,4,67,24,1,None,None
DEV_004,2024-10-07 00:00:00,95,5,56,No,Mobile,25,75,62,43,49,79,95,91,15,1,None,None
DEV_004,2024-10-07 12:00:00,17,82,89,No,Mobile,15,51,62,91,92,55,34,36,69,1,None,None
DEV_004,2024-10-08 00:00:00,68,10,55,No,Mobile,9,65,51,63,85,88,71,27,64,1,None,None
DEV_004,2024-10-08 12:00:00,15,3,28,No,Mobile,53,42,15,40,32,22,30,77,17,1,None,None
DEV_004,2024-10-09 00:00:00,44,8,58,No,Mobile,39,50,43,31,66,86,74,41,70,1,None,None
DEV_004,2024-10-09 12:00:00,99,27,76,No,Mobile,84,12,61,37,7,44,17,2,88,1,None,None
DEV_004,2024-10-10 00:00:00,3,18,90,No,Mobile,92,32,49,37,65,19,47,37,54,1,None,None
DEV_004,2024-10-10 12:00:00,43,85,73,No,Mobile,30,33,18,49,83,28,55,90,33,1,None,None
DEV_004,2024-10-11 00:00:00,3,70,70,No,Mobile,56,68,68,13,17,80,70,83,5,1,None,None
DEV_004,2024-10-11 12:00:00,98,97,40,No,Mobile,5,58,98,61,68,39,89,38,44,1,None,None
DEV_004,2024-10-12 00:00:00,61,20,66,No,Mobile,89,15,38,5,66,2,74,42,20,1,None,None
DEV_004,2024-10-12 12:00:00,61,67,45,No,Mobile,80,41,94,19,75,6,78,67,56,1,None,None
DEV_004,2024-10-13 00:00:00,19,48,44,No,Mobile,87,22,86,98,76,54,33,48,14,1,None,None
DEV_004,2024-10-13 12:00:00,89,22,77,No,Mobile,81,45,52,58,65,47,76,84,96,1,None,None
DEV_004,2024-10-14 00:00:00,22,35,4,No,Mobile,16,37,22,85,26,86,82,9,8,1,None,None
DEV_004,2024-10-14 12:00:00,87,93,63,No,Mobile,73,39,76,37,80,17,50,88,20,1,None,None
DEV_004,2024-10-15 00:00:00,40,35,87,No,Mobile,14,83,94,9,77,35,6,72,43,1,None,None
DEV_004,2024-10-15 12:00:00,65,7,47,No,Mobile,7,73,96,58,50,95,67,86,36,1,None,None
DEV_004,2024-10-16 00:00:00,7,42,33,No,Mobile,54,86,99,55,3,71,37,18,30,1,None,None
DEV_004,2024-10-16 12:00:00,57,42,77,No,Mobile,95,26,88,92,32,91,66,95,35,1,None,None
DEV_004,2024-10-17 00:00:00,20,45,46,No,Mobile,9,14,43,84,17,84,42,28,77,1,None,None
DEV_004,2024-10-17 12:00:00,11,46,7,No,Mobile,24,8,12,10,66,83,1,21,37,1,None,None
DEV_004,2024-10-18 00:00:00,43,69,87,No,Mobile,13,70,47,45,14,8,9,80,55,1,None,None
DEV_004,2024-10-18 12:00:00,61,67,39,No,Mobile,29,21,12,82,83,82,73,54,38,1,None,None
DEV_004,2024-10-19 00:00:00,18,35,55,No,Mobile,69,47,24,32,36,99,39,56,2,1,None,None
DEV_004,2024-10-19 12:00:00,31,77,10,No,Mobile,48,69,64,49,82,13,51,10,70,1,None,None
DEV_004,2024-10-20 00:00:00,48,2,82,No,Mobile,85,95,5,72,55,64,49,48,93,1,None,None
DEV_004,2024-10-20 12:00:00,41,46,45,No,Mobile,26,7,37,50,44,93,75,43,83,1,None,None
DEV_004,2024-10-21 00:00:00,40,67,66,No,Mobile,10,3,11,25,63,91,32,70,79,1,None,None
DEV_004,2024-10-21 12:00:00,56,66,21,Yes,Mobile,16,36,99,84,30,21,42,10,91,1,None,None
DEV_004,2024-10-22 00:00:00,97,58,72,No,Mobile,79,29,65,27,41,28,12,35,61,1,None,None
DEV_004,2024-10-22 12:00:00,1,3,1,No,Mobile,5,28,69,83,2,40,65,57,84,1,None,None
DEV_004,2024-10-23 00:00:00,44,38,69,No,Mobile,46,60,32,23,97,13,93,53,69,1,None,None
DEV_004,2024-10-23 12:00:00,52,33,16,No,Mobile,95,2,62,76,21,8,49,56,88,1,None,None
DEV_004,2024-10-24 00:00:00,27,46,46,No,Mobile,20,91,86,45,39,80,48,68,73,1,None,None
DEV_004,2024-10-24 12:00:00,82,52,99,No,Mobile,58,71,98,46,35,42,98,27,45,1,Association,None
DEV_004,2024-10-25 00:00:00,27,18,53,No,Mobile,13,23,51,40,59,96,28,50,20,1,None,None
DEV_004,2024-10-25 12:00:00,12,85,27,No,Mobile,70,20,54,48,84,60,79,83,95,1,None,None
DEV_004,2024-10-26 00:00:00,77,36,72,No,Mobile,53,61,23,98,16,4,51,45,83,1,None,None
DEV_004,2024-10-26 12:00:00,42,16,63,No,Mobile,76,70,14,86,92,81,97,5,95,1,None,None
DEV_004,2024-10-27 00:00:00,47,99,85,No,Mobile,87,78,76,54,64,13,58,87,65,1,None,None
DEV_004,2024-10-27 12:00:00,56,44,35,No,Mobile,1,42,65,97,56,92,97,53,18,1,None,None
DEV_004,2024-10-28 00:00:00,11,94,80,No,Mobile,7,53,68,16,8,7,14,66,48,1,None,None
DEV_004,2024-10-28 12:00:00,95,36,43,No,Mobile,76,23,49,96,70,56,87,60,17,1,None,None
DEV_004,2024-10-29 00:00:00,12,29,21,No,Mobile,91,42,76,29,42,65,52,59,25,1,None,None
DEV_004,2024-10-29 12:00:00,3,58,21,No,Mobile,18,58,10,20,19,11,58,59,65,1,None,None
DEV_004,2024-10-30 00:00:00,13,2,56,No,Mobile,69,22,59,55,59,1,64,7,94,1,None,None
DEV_004,2024-10-30 12:00:00,40,57,77,No,Mobile,26,42,59,30,24,11,91,49,28,1,None,None
DEV_004,2024-10-31 00:00:00,2,67,67,No,Mobile,98,17,63,3,13,81,32,57,80,1,None,None
DEV_004,2024-10-31 12:00:00,37,66,92,No,Mobile,14,86,1,42,61,95,44,62,41,1,None,None
DEV_004,2024-11-01 00:00:00,80,89,29,No,Mobile,65,31,94,25,83,78,98,2,82,1,None,None
DEV_004,2024-11-01 12:00:00,74,7,28,No,Mobile,2,44,78,71,72,2,81,19,17,1,None,None
DEV_004,2024-11-02 00:00:00,81,95,52,No,Mobile,53,54,52,39,18,81,91,36,50,1,None,None
DEV_004,2024-11-02 12:00:00,30,75,59,No,Mobile,86,53,66,39,32,43,75,91,80,1,None,None
DEV_004,2024-11-03 00:00:00,91,42,12,No,Mobile,1,77,39,40,78,31,77,4,69,1,None,None
DEV_004,2024-11-03 12:00:00,32,38,69,No,Mobile,79,62,32,98,77,41,62,3,18,1,None,None
DEV_004,2024-11-04 00:00:00,50,24,12,No,Mobile,5,79,77,10,4,35,93,62,41,1,None,None
DEV_004,2024-11-04 12:00:00,90,29,22,No,Mobile,62,65,92,46,56,79,94,82,83,1,None,None
DEV_004,2024-11-05 00:00:00,61,38,13,No,Mobile,82,35,93,62,40,27,98,58,34,1,None,None
DEV_004,2024-11-05 12:00:00,97,26,13,No,Mobile,81,16,44,30,85,31,68,27,71,1,None,None
DEV_004,2024-11-06 00:00:00,88,76,92,No,Mobile,56,75,86,97,93,64,78,86,49,1,None,None
DEV_004,2024-11-06 12:00:00,23,8,64,No,Mobile,19,12,4,95,55,64,52,63,19,1,None,None
DEV_004,2024-11-07 00:00:00,70,90,73,No,Mobile,36,3,57,31,7,2,53,25,28,1,None,None
DEV_004,2024-11-07 12:00:00,79,72,85,No,Mobile,72,92,98,79,16,37,20,32,27,1,None,None
DEV_004,2024-11-08 00:00:00,20,48,55,No,Mobile,96,11,75,49,22,8,37,84,47,1,None,None
DEV_004,2024-11-08 12:00:00,51,80,7,No,Mobile,33,77,47,35,11,19,32,98,91,1,None,None
DEV_004,2024-11-09 00:00:00,54,85,66,No,Mobile,36,65,44,36,42,43,16,28,76,1,None,None
DEV_004,2024-11-09 12:00:00,11,8,31,No,Mobile,36,72,88,91,74,47,21,25,62,1,None,None
DEV_004,2024-11-10 00:00:00,70,68,56,No,Mobile,5,9,62,82,70,35,55,86,23,1,None,None
DEV_004,2024-11-10 12:00:00,66,10,49,No,Mobile,55,43,75,51,42,39,13,43,7,1,Disassociation,None
DEV_004,2024-11-11 00:00:00,13,35,95,No,Mobile,38,37,93,70,34,32,7,67,19,1,None,None
DEV_004,2024-11-11 12:00:00,66,65,73,No,Mobile,46,93,10,91,85,51,64,26,73,1,None,None
DEV_004,2024-11-12 00:00:00,50,48,42,No,Mobile,65,50,46,88,44,19,18,1,74,1,None,None
DEV_004,2024-11-12 12:00:00,33,18,8,No,Mobile,49,66,68,79,21,15,76,31,15,1,None,None
DEV_004,2024-11-13 00:00:00,26,47,40,No,Mobile,43,65,3,19,10,74,28,19,72,1,None,None
DEV_004,2024-11-13 12:00:00,86,85,81,No,Mobile,40,61,31,89,45,35,38,99,96,1,None,None
DEV_004,2024-11-14 00:00:00,39,51,36,No,Mobile,20,13,44,45,83,42,17,59,16,1,None,None
DEV_004,2024-11-14 12:00:00,14,16,52,No,Mobile,71,89,87,2,66,93,23,38,65,1,None,None
DEV_004,2024-11-15 00:00:00,55,71,71,No,Mobile,47,89,96,28,27,66,46,11,12,1,None,None
DEV_004,2024-11-15 12:00:00,71,97,27,No,Mobile,43,10,13,61,21,81,34,74,81,1,None,None
DEV_004,2024-11-16 00:00:00,32,78,14,No,Mobile,8,84,41,74,48,84,83,54,48,1,None,None
DEV_004,2024-11-16 12:00:00,51,33,75,No,Mobile,98,9,31,29,42,51,3,67,94,1,None,None
DEV_004,2024-11-17 00:00:00,93,86,71,No,Mobile,65,51,7,86,14,21,72,80,68,1,None,None
DEV_004,2024-11-17 12:00:00,18,72,12,No,Mobile,54,54,83,85,19,99,14,35,63,1,None,None
DEV_004,2024-11-18 00:00:00,99,64,37,No,Mobile,78,90,72,45,9,91,78,82,95,1,None,None
DEV_004,2024-11-18 12:00:00,43,56,31,No,Mobile,52,28,7,18,82,89,79,10,42,1,None,None
