distid,createdts,sn,ookla_result
DEV_002_2024-09-21 10:00:00,2024-09-21 10:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 51, 'UploadSpeed': 90, 'Latency': 18, 'PacketLossRate': 45, 'Jitter': 77, 'Download LatencyIQM': 86, 'Download LatencyLow': 27, 'Download LatencyHigh': 91, 'Download LatencyJitter': 63, 'UploadLatencyIQM': 75, 'UploadLatencyLow': 83, 'Upload LatencyHigh': 38, 'UploadLatencyJitter': 52}"
DEV_002_2024-09-21 12:00:00,2024-09-21 12:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 16, 'UploadSpeed': 35, 'Latency': 60, 'PacketLossRate': 91, 'Jitter': 17, 'Download LatencyIQM': 24, 'Download LatencyLow': 26, 'Download LatencyHigh': 37, 'Download LatencyJitter': 42, 'UploadLatencyIQM': 26, 'UploadLatencyLow': 50, 'Upload LatencyHigh': 40, 'UploadLatencyJitter': 82}"
DEV_002_2024-09-21 14:00:00,2024-09-21 14:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 76, 'UploadSpeed': 69, 'Latency': 9, 'PacketLossRate': 64, 'Jitter': 47, 'Download LatencyIQM': 90, 'Download LatencyLow': 57, 'Download LatencyHigh': 42, 'Download LatencyJitter': 58, 'UploadLatencyIQM': 17, 'UploadLatencyLow': 68, 'Upload LatencyHigh': 66, 'UploadLatencyJitter': 54}"
DEV_002_2024-09-21 16:00:00,2024-09-21 16:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 84, 'UploadSpeed': 33, 'Latency': 44, 'PacketLossRate': 90, 'Jitter': 53, 'Download LatencyIQM': 4, 'Download LatencyLow': 8, 'Download LatencyHigh': 55, 'Download LatencyJitter': 47, 'UploadLatencyIQM': 23, 'UploadLatencyLow': 39, 'Upload LatencyHigh': 64, 'UploadLatencyJitter': 94}"
DEV_002_2024-09-21 18:00:00,2024-09-21 18:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 80, 'UploadSpeed': 1, 'Latency': 69, 'PacketLossRate': 7, 'Jitter': 93, 'Download LatencyIQM': 51, 'Download LatencyLow': 71, 'Download LatencyHigh': 66, 'Download LatencyJitter': 25, 'UploadLatencyIQM': 83, 'UploadLatencyLow': 55, 'Upload LatencyHigh': 17, 'UploadLatencyJitter': 44}"
DEV_002_2024-09-21 20:00:00,2024-09-21 20:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 19, 'UploadSpeed': 51, 'Latency': 25, 'PacketLossRate': 62, 'Jitter': 42, 'Download LatencyIQM': 17, 'Download LatencyLow': 83, 'Download LatencyHigh': 71, 'Download LatencyJitter': 96, 'UploadLatencyIQM': 91, 'UploadLatencyLow': 12, 'Upload LatencyHigh': 58, 'UploadLatencyJitter': 61}"
DEV_002_2024-09-21 22:00:00,2024-09-21 22:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 83, 'UploadSpeed': 99, 'Latency': 86, 'PacketLossRate': 7, 'Jitter': 94, 'Download LatencyIQM': 19, 'Download LatencyLow': 6, 'Download LatencyHigh': 72, 'Download LatencyJitter': 87, 'UploadLatencyIQM': 82, 'UploadLatencyLow': 70, 'Upload LatencyHigh': 25, 'UploadLatencyJitter': 57}"
DEV_002_2024-09-22 00:00:00,2024-09-22 00:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 9, 'UploadSpeed': 97, 'Latency': 15, 'PacketLossRate': 48, 'Jitter': 15, 'Download LatencyIQM': 85, 'Download LatencyLow': 3, 'Download LatencyHigh': 15, 'Download LatencyJitter': 84, 'UploadLatencyIQM': 32, 'UploadLatencyLow': 65, 'Upload LatencyHigh': 16, 'UploadLatencyJitter': 28}"
DEV_002_2024-09-22 02:00:00,2024-09-22 02:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 93, 'UploadSpeed': 94, 'Latency': 92, 'PacketLossRate': 81, 'Jitter': 67, 'Download LatencyIQM': 97, 'Download LatencyLow': 70, 'Download LatencyHigh': 19, 'Download LatencyJitter': 9, 'UploadLatencyIQM': 6, 'UploadLatencyLow': 14, 'Upload LatencyHigh': 54, 'UploadLatencyJitter': 83}"
DEV_002_2024-09-22 04:00:00,2024-09-22 04:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 11, 'UploadSpeed': 66, 'Latency': 46, 'PacketLossRate': 13, 'Jitter': 49, 'Download LatencyIQM': 76, 'Download LatencyLow': 36, 'Download LatencyHigh': 10, 'Download LatencyJitter': 16, 'UploadLatencyIQM': 10, 'UploadLatencyLow': 48, 'Upload LatencyHigh': 20, 'UploadLatencyJitter': 84}"
DEV_002_2024-09-22 06:00:00,2024-09-22 06:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 37, 'UploadSpeed': 65, 'Latency': 75, 'PacketLossRate': 7, 'Jitter': 89, 'Download LatencyIQM': 97, 'Download LatencyLow': 59, 'Download LatencyHigh': 39, 'Download LatencyJitter': 34, 'UploadLatencyIQM': 19, 'UploadLatencyLow': 97, 'Upload LatencyHigh': 14, 'UploadLatencyJitter': 60}"
DEV_002_2024-09-22 08:00:00,2024-09-22 08:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 35, 'UploadSpeed': 80, 'Latency': 79, 'PacketLossRate': 87, 'Jitter': 46, 'Download LatencyIQM': 65, 'Download LatencyLow': 81, 'Download LatencyHigh': 10, 'Download LatencyJitter': 48, 'UploadLatencyIQM': 36, 'UploadLatencyLow': 7, 'Upload LatencyHigh': 41, 'UploadLatencyJitter': 89}"
DEV_002_2024-09-22 10:00:00,2024-09-22 10:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 13, 'UploadSpeed': 65, 'Latency': 37, 'PacketLossRate': 20, 'Jitter': 81, 'Download LatencyIQM': 65, 'Download LatencyLow': 29, 'Download LatencyHigh': 18, 'Download LatencyJitter': 16, 'UploadLatencyIQM': 41, 'UploadLatencyLow': 13, 'Upload LatencyHigh': 89, 'UploadLatencyJitter': 25}"
DEV_002_2024-09-22 12:00:00,2024-09-22 12:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 94, 'UploadSpeed': 52, 'Latency': 16, 'PacketLossRate': 48, 'Jitter': 61, 'Download LatencyIQM': 79, 'Download LatencyLow': 54, 'Download LatencyHigh': 48, 'Download LatencyJitter': 8, 'UploadLatencyIQM': 40, 'UploadLatencyLow': 93, 'Upload LatencyHigh': 54, 'UploadLatencyJitter': 78}"
DEV_002_2024-09-22 14:00:00,2024-09-22 14:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 90, 'UploadSpeed': 87, 'Latency': 2, 'PacketLossRate': 40, 'Jitter': 88, 'Download LatencyIQM': 67, 'Download LatencyLow': 33, 'Download LatencyHigh': 42, 'Download LatencyJitter': 75, 'UploadLatencyIQM': 46, 'UploadLatencyLow': 53, 'Upload LatencyHigh': 61, 'UploadLatencyJitter': 83}"
DEV_002_2024-09-22 16:00:00,2024-09-22 16:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 84, 'UploadSpeed': 6, 'Latency': 42, 'PacketLossRate': 13, 'Jitter': 30, 'Download LatencyIQM': 40, 'Download LatencyLow': 41, 'Download LatencyHigh': 22, 'Download LatencyJitter': 4, 'UploadLatencyIQM': 84, 'UploadLatencyLow': 18, 'Upload LatencyHigh': 68, 'UploadLatencyJitter': 4}"
DEV_002_2024-09-22 18:00:00,2024-09-22 18:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 38, 'UploadSpeed': 67, 'Latency': 40, 'PacketLossRate': 15, 'Jitter': 33, 'Download LatencyIQM': 18, 'Download LatencyLow': 38, 'Download LatencyHigh': 95, 'Download LatencyJitter': 93, 'UploadLatencyIQM': 43, 'UploadLatencyLow': 93, 'Upload LatencyHigh': 48, 'UploadLatencyJitter': 50}"
DEV_002_2024-09-22 20:00:00,2024-09-22 20:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 53, 'UploadSpeed': 46, 'Latency': 64, 'PacketLossRate': 72, 'Jitter': 87, 'Download LatencyIQM': 48, 'Download LatencyLow': 64, 'Download LatencyHigh': 27, 'Download LatencyJitter': 88, 'UploadLatencyIQM': 26, 'UploadLatencyLow': 11, 'Upload LatencyHigh': 76, 'UploadLatencyJitter': 23}"
DEV_002_2024-09-22 22:00:00,2024-09-22 22:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 15, 'Latency': 97, 'PacketLossRate': 25, 'Jitter': 99, 'Download LatencyIQM': 40, 'Download LatencyLow': 90, 'Download LatencyHigh': 72, 'Download LatencyJitter': 51, 'UploadLatencyIQM': 43, 'UploadLatencyLow': 51, 'Upload LatencyHigh': 64, 'UploadLatencyJitter': 35}"
DEV_002_2024-09-23 00:00:00,2024-09-23 00:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 50, 'UploadSpeed': 96, 'Latency': 96, 'PacketLossRate': 47, 'Jitter': 87, 'Download LatencyIQM': 61, 'Download LatencyLow': 66, 'Download LatencyHigh': 91, 'Download LatencyJitter': 93, 'UploadLatencyIQM': 72, 'UploadLatencyLow': 30, 'Upload LatencyHigh': 67, 'UploadLatencyJitter': 55}"
DEV_002_2024-09-23 02:00:00,2024-09-23 02:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 28, 'UploadSpeed': 65, 'Latency': 2, 'PacketLossRate': 31, 'Jitter': 81, 'Download LatencyIQM': 14, 'Download LatencyLow': 37, 'Download LatencyHigh': 69, 'Download LatencyJitter': 84, 'UploadLatencyIQM': 30, 'UploadLatencyLow': 43, 'Upload LatencyHigh': 72, 'UploadLatencyJitter': 71}"
DEV_002_2024-09-23 04:00:00,2024-09-23 04:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 47, 'UploadSpeed': 21, 'Latency': 81, 'PacketLossRate': 14, 'Jitter': 67, 'Download LatencyIQM': 62, 'Download LatencyLow': 85, 'Download LatencyHigh': 99, 'Download LatencyJitter': 47, 'UploadLatencyIQM': 73, 'UploadLatencyLow': 34, 'Upload LatencyHigh': 42, 'UploadLatencyJitter': 67}"
DEV_002_2024-09-23 06:00:00,2024-09-23 06:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 47, 'UploadSpeed': 72, 'Latency': 94, 'PacketLossRate': 53, 'Jitter': 65, 'Download LatencyIQM': 13, 'Download LatencyLow': 32, 'Download LatencyHigh': 58, 'Download LatencyJitter': 83, 'UploadLatencyIQM': 66, 'UploadLatencyLow': 21, 'Upload LatencyHigh': 56, 'UploadLatencyJitter': 79}"
DEV_002_2024-09-23 08:00:00,2024-09-23 08:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 76, 'UploadSpeed': 3, 'Latency': 38, 'PacketLossRate': 65, 'Jitter': 27, 'Download LatencyIQM': 31, 'Download LatencyLow': 21, 'Download LatencyHigh': 74, 'Download LatencyJitter': 53, 'UploadLatencyIQM': 44, 'UploadLatencyLow': 86, 'Upload LatencyHigh': 86, 'UploadLatencyJitter': 5}"
DEV_002_2024-09-23 10:00:00,2024-09-23 10:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 69, 'UploadSpeed': 72, 'Latency': 60, 'PacketLossRate': 16, 'Jitter': 72, 'Download LatencyIQM': 66, 'Download LatencyLow': 21, 'Download LatencyHigh': 39, 'Download LatencyJitter': 65, 'UploadLatencyIQM': 49, 'UploadLatencyLow': 54, 'Upload LatencyHigh': 49, 'UploadLatencyJitter': 28}"
DEV_002_2024-09-23 12:00:00,2024-09-23 12:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 70, 'UploadSpeed': 35, 'Latency': 16, 'PacketLossRate': 76, 'Jitter': 73, 'Download LatencyIQM': 43, 'Download LatencyLow': 58, 'Download LatencyHigh': 30, 'Download LatencyJitter': 66, 'UploadLatencyIQM': 31, 'UploadLatencyLow': 55, 'Upload LatencyHigh': 49, 'UploadLatencyJitter': 96}"
DEV_002_2024-09-23 14:00:00,2024-09-23 14:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 24, 'UploadSpeed': 88, 'Latency': 38, 'PacketLossRate': 18, 'Jitter': 35, 'Download LatencyIQM': 75, 'Download LatencyLow': 65, 'Download LatencyHigh': 35, 'Download LatencyJitter': 79, 'UploadLatencyIQM': 4, 'UploadLatencyLow': 66, 'Upload LatencyHigh': 62, 'UploadLatencyJitter': 67}"
DEV_002_2024-09-23 16:00:00,2024-09-23 16:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 47, 'UploadSpeed': 19, 'Latency': 71, 'PacketLossRate': 41, 'Jitter': 78, 'Download LatencyIQM': 54, 'Download LatencyLow': 35, 'Download LatencyHigh': 17, 'Download LatencyJitter': 58, 'UploadLatencyIQM': 41, 'UploadLatencyLow': 82, 'Upload LatencyHigh': 77, 'UploadLatencyJitter': 47}"
DEV_002_2024-09-23 18:00:00,2024-09-23 18:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 16, 'UploadSpeed': 17, 'Latency': 88, 'PacketLossRate': 4, 'Jitter': 70, 'Download LatencyIQM': 6, 'Download LatencyLow': 55, 'Download LatencyHigh': 50, 'Download LatencyJitter': 13, 'UploadLatencyIQM': 52, 'UploadLatencyLow': 68, 'Upload LatencyHigh': 76, 'UploadLatencyJitter': 75}"
DEV_002_2024-09-23 20:00:00,2024-09-23 20:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 25, 'UploadSpeed': 12, 'Latency': 29, 'PacketLossRate': 46, 'Jitter': 16, 'Download LatencyIQM': 35, 'Download LatencyLow': 46, 'Download LatencyHigh': 26, 'Download LatencyJitter': 54, 'UploadLatencyIQM': 10, 'UploadLatencyLow': 26, 'Upload LatencyHigh': 52, 'UploadLatencyJitter': 53}"
DEV_002_2024-09-23 22:00:00,2024-09-23 22:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 7, 'Latency': 3, 'PacketLossRate': 71, 'Jitter': 19, 'Download LatencyIQM': 16, 'Download LatencyLow': 8, 'Download LatencyHigh': 38, 'Download LatencyJitter': 49, 'UploadLatencyIQM': 14, 'UploadLatencyLow': 55, 'Upload LatencyHigh': 88, 'UploadLatencyJitter': 13}"
DEV_002_2024-09-24 00:00:00,2024-09-24 00:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 78, 'UploadSpeed': 3, 'Latency': 21, 'PacketLossRate': 56, 'Jitter': 35, 'Download LatencyIQM': 42, 'Download LatencyLow': 28, 'Download LatencyHigh': 78, 'Download LatencyJitter': 99, 'UploadLatencyIQM': 73, 'UploadLatencyLow': 52, 'Upload LatencyHigh': 4, 'UploadLatencyJitter': 6}"
DEV_002_2024-09-24 02:00:00,2024-09-24 02:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 19, 'UploadSpeed': 49, 'Latency': 31, 'PacketLossRate': 26, 'Jitter': 32, 'Download LatencyIQM': 20, 'Download LatencyLow': 20, 'Download LatencyHigh': 95, 'Download LatencyJitter': 62, 'UploadLatencyIQM': 96, 'UploadLatencyLow': 86, 'Upload LatencyHigh': 82, 'UploadLatencyJitter': 80}"
DEV_002_2024-09-24 04:00:00,2024-09-24 04:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 2, 'UploadSpeed': 45, 'Latency': 26, 'PacketLossRate': 27, 'Jitter': 38, 'Download LatencyIQM': 35, 'Download LatencyLow': 33, 'Download LatencyHigh': 20, 'Download LatencyJitter': 4, 'UploadLatencyIQM': 59, 'UploadLatencyLow': 69, 'Upload LatencyHigh': 73, 'UploadLatencyJitter': 61}"
DEV_002_2024-09-24 06:00:00,2024-09-24 06:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 18, 'UploadSpeed': 10, 'Latency': 52, 'PacketLossRate': 46, 'Jitter': 93, 'Download LatencyIQM': 48, 'Download LatencyLow': 41, 'Download LatencyHigh': 71, 'Download LatencyJitter': 2, 'UploadLatencyIQM': 61, 'UploadLatencyLow': 97, 'Upload LatencyHigh': 32, 'UploadLatencyJitter': 66}"
DEV_002_2024-09-24 08:00:00,2024-09-24 08:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 58, 'UploadSpeed': 6, 'Latency': 11, 'PacketLossRate': 16, 'Jitter': 14, 'Download LatencyIQM': 24, 'Download LatencyLow': 19, 'Download LatencyHigh': 50, 'Download LatencyJitter': 75, 'UploadLatencyIQM': 43, 'UploadLatencyLow': 56, 'Upload LatencyHigh': 19, 'UploadLatencyJitter': 43}"
DEV_002_2024-09-24 10:00:00,2024-09-24 10:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 70, 'UploadSpeed': 57, 'Latency': 63, 'PacketLossRate': 91, 'Jitter': 52, 'Download LatencyIQM': 68, 'Download LatencyLow': 14, 'Download LatencyHigh': 2, 'Download LatencyJitter': 55, 'UploadLatencyIQM': 44, 'UploadLatencyLow': 92, 'Upload LatencyHigh': 84, 'UploadLatencyJitter': 13}"
DEV_002_2024-09-24 12:00:00,2024-09-24 12:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 88, 'UploadSpeed': 96, 'Latency': 13, 'PacketLossRate': 95, 'Jitter': 90, 'Download LatencyIQM': 75, 'Download LatencyLow': 49, 'Download LatencyHigh': 86, 'Download LatencyJitter': 87, 'UploadLatencyIQM': 58, 'UploadLatencyLow': 90, 'Upload LatencyHigh': 78, 'UploadLatencyJitter': 23}"
DEV_002_2024-09-24 14:00:00,2024-09-24 14:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 46, 'UploadSpeed': 93, 'Latency': 58, 'PacketLossRate': 25, 'Jitter': 66, 'Download LatencyIQM': 42, 'Download LatencyLow': 23, 'Download LatencyHigh': 77, 'Download LatencyJitter': 74, 'UploadLatencyIQM': 26, 'UploadLatencyLow': 21, 'Upload LatencyHigh': 72, 'UploadLatencyJitter': 38}"
DEV_002_2024-09-24 16:00:00,2024-09-24 16:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 79, 'UploadSpeed': 31, 'Latency': 11, 'PacketLossRate': 1, 'Jitter': 84, 'Download LatencyIQM': 31, 'Download LatencyLow': 39, 'Download LatencyHigh': 37, 'Download LatencyJitter': 48, 'UploadLatencyIQM': 30, 'UploadLatencyLow': 66, 'Upload LatencyHigh': 99, 'UploadLatencyJitter': 95}"
DEV_002_2024-09-24 18:00:00,2024-09-24 18:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 2, 'UploadSpeed': 54, 'Latency': 23, 'PacketLossRate': 94, 'Jitter': 30, 'Download LatencyIQM': 90, 'Download LatencyLow': 20, 'Download LatencyHigh': 86, 'Download LatencyJitter': 55, 'UploadLatencyIQM': 92, 'UploadLatencyLow': 50, 'Upload LatencyHigh': 29, 'UploadLatencyJitter': 18}"
DEV_002_2024-09-24 20:00:00,2024-09-24 20:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 59, 'UploadSpeed': 34, 'Latency': 86, 'PacketLossRate': 8, 'Jitter': 9, 'Download LatencyIQM': 29, 'Download LatencyLow': 99, 'Download LatencyHigh': 81, 'Download LatencyJitter': 87, 'UploadLatencyIQM': 2, 'UploadLatencyLow': 1, 'Upload LatencyHigh': 12, 'UploadLatencyJitter': 49}"
DEV_002_2024-09-24 22:00:00,2024-09-24 22:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 70, 'UploadSpeed': 47, 'Latency': 95, 'PacketLossRate': 99, 'Jitter': 71, 'Download LatencyIQM': 75, 'Download LatencyLow': 70, 'Download LatencyHigh': 72, 'Download LatencyJitter': 15, 'UploadLatencyIQM': 14, 'UploadLatencyLow': 43, 'Upload LatencyHigh': 90, 'UploadLatencyJitter': 47}"
DEV_002_2024-09-25 00:00:00,2024-09-25 00:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 90, 'UploadSpeed': 96, 'Latency': 56, 'PacketLossRate': 95, 'Jitter': 8, 'Download LatencyIQM': 23, 'Download LatencyLow': 22, 'Download LatencyHigh': 6, 'Download LatencyJitter': 47, 'UploadLatencyIQM': 32, 'UploadLatencyLow': 36, 'Upload LatencyHigh': 42, 'UploadLatencyJitter': 16}"
DEV_002_2024-09-25 02:00:00,2024-09-25 02:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 27, 'UploadSpeed': 37, 'Latency': 42, 'PacketLossRate': 10, 'Jitter': 74, 'Download LatencyIQM': 10, 'Download LatencyLow': 28, 'Download LatencyHigh': 44, 'Download LatencyJitter': 7, 'UploadLatencyIQM': 9, 'UploadLatencyLow': 82, 'Upload LatencyHigh': 88, 'UploadLatencyJitter': 47}"
DEV_002_2024-09-25 04:00:00,2024-09-25 04:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 76, 'UploadSpeed': 52, 'Latency': 57, 'PacketLossRate': 92, 'Jitter': 11, 'Download LatencyIQM': 22, 'Download LatencyLow': 47, 'Download LatencyHigh': 64, 'Download LatencyJitter': 25, 'UploadLatencyIQM': 18, 'UploadLatencyLow': 50, 'Upload LatencyHigh': 9, 'UploadLatencyJitter': 56}"
DEV_002_2024-09-25 06:00:00,2024-09-25 06:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 91, 'UploadSpeed': 33, 'Latency': 89, 'PacketLossRate': 99, 'Jitter': 13, 'Download LatencyIQM': 43, 'Download LatencyLow': 81, 'Download LatencyHigh': 91, 'Download LatencyJitter': 34, 'UploadLatencyIQM': 73, 'UploadLatencyLow': 82, 'Upload LatencyHigh': 90, 'UploadLatencyJitter': 20}"
DEV_002_2024-09-25 08:00:00,2024-09-25 08:00:00,DEV_002,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 72, 'UploadSpeed': 5, 'Latency': 42, 'PacketLossRate': 95, 'Jitter': 15, 'Download LatencyIQM': 84, 'Download LatencyLow': 62, 'Download LatencyHigh': 87, 'Download LatencyJitter': 94, 'UploadLatencyIQM': 45, 'UploadLatencyLow': 66, 'Upload LatencyHigh': 72, 'UploadLatencyJitter': 83}"
