distid,createdts,sn,wifi_ap_band_info_band_id,wifi_ap_band_info_channel,wifi_ap_band_info_wifi_name,wifi_ap_band_info_bssid
DEV_003_2024-10-25 22:00:00,2024-10-25 22:00:00,DEV_003,6G_guest,73,15,28:d4:76:ac:0e:be
DEV_003_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_003,5G_guest,35,83,ba:35:b0:83:8b:ae
DEV_003_2024-10-26 02:00:00,2024-10-26 02:00:00,DEV_003,6G,88,96,1c:2f:f3:44:f0:26
DEV_003_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_003,5G_iptv,14,23,99:f7:41:2b:9c:3d
DEV_003_2024-10-26 06:00:00,2024-10-26 06:00:00,DEV_003,6G_iptv,66,52,a0:57:0b:14:98:bb
DEV_003_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_003,6G_guest,22,86,e3:48:00:9b:3c:20
DEV_003_2024-10-26 10:00:00,2024-10-26 10:00:00,DEV_003,6G,66,80,dc:dd:d4:50:22:a9
DEV_003_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_003,2.4G,89,47,6d:ac:d3:64:f3:e3
DEV_003_2024-10-26 14:00:00,2024-10-26 14:00:00,DEV_003,5G_iptv,79,51,50:77:49:0a:78:fc
DEV_003_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_003,6G,33,96,02:d5:c5:95:55:0e
DEV_003_2024-10-26 18:00:00,2024-10-26 18:00:00,DEV_003,5G_iptv,92,88,9f:a5:c5:96:1c:54
DEV_003_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_003,5G_guest,55,35,e2:6e:c7:f8:21:6d
DEV_003_2024-10-26 22:00:00,2024-10-26 22:00:00,DEV_003,5G_guest,18,92,ac:ca:fa:a7:30:fe
DEV_003_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_003,6G_iptv,18,32,9c:8e:cc:77:b8:93
DEV_003_2024-10-27 02:00:00,2024-10-27 02:00:00,DEV_003,6G_iptv,64,13,7b:a5:1a:56:48:ed
DEV_003_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_003,6G_iptv,96,24,e9:3e:9e:96:b6:e2
DEV_003_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_003,6G,3,61,12:eb:90:16:6c:ad
DEV_003_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_003,6G_guest,29,48,1c:1a:e2:66:b2:44
DEV_003_2024-10-27 10:00:00,2024-10-27 10:00:00,DEV_003,6G,44,82,47:ab:9c:47:47:98
DEV_003_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_003,5G,90,11,2c:53:7e:cb:4f:96
DEV_003_2024-10-27 14:00:00,2024-10-27 14:00:00,DEV_003,5G_guest,10,85,1b:3f:a2:e9:47:9c
DEV_003_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_003,6G_iptv,11,15,da:8b:8c:a8:ac:7c
DEV_003_2024-10-27 18:00:00,2024-10-27 18:00:00,DEV_003,6G_guest,74,44,a4:02:c7:7f:cb:b1
DEV_003_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_003,6G_iptv,59,88,73:5b:6c:64:56:6f
DEV_003_2024-10-27 22:00:00,2024-10-27 22:00:00,DEV_003,5G_iptv,90,90,e3:73:42:4b:03:83
DEV_003_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_003,5G_guest,97,92,e8:76:34:31:6d:00
DEV_003_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_003,6G_iptv,18,79,1d:20:a2:6b:63:3a
DEV_003_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_003,6G_iptv,87,66,c8:11:15:9b:ab:87
DEV_003_2024-10-28 06:00:00,2024-10-28 06:00:00,DEV_003,2.4G,8,62,70:11:c8:08:6a:d8
DEV_003_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_003,6G_iptv,35,76,84:9c:a0:e6:e1:fc
DEV_003_2024-10-28 10:00:00,2024-10-28 10:00:00,DEV_003,6G_iptv,8,63,84:27:e4:dc:48:47
DEV_003_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_003,5G_guest,54,88,a3:86:df:31:2a:ae
DEV_003_2024-10-28 14:00:00,2024-10-28 14:00:00,DEV_003,5G,39,48,ec:1c:b9:dc:64:5b
DEV_003_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_003,6G,98,95,c2:30:1a:ae:81:d1
DEV_003_2024-10-28 18:00:00,2024-10-28 18:00:00,DEV_003,6G_iptv,43,72,c2:ca:e4:1f:f0:0f
DEV_003_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_003,6G_guest,13,95,1a:a2:3f:a0:83:00
DEV_003_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_003,6G,17,90,3b:e7:24:1d:50:76
DEV_003_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_003,6G,17,10,e1:e3:ca:f1:c4:a2
DEV_003_2024-10-29 02:00:00,2024-10-29 02:00:00,DEV_003,6G_guest,58,41,b8:8e:c9:6c:0d:f7
DEV_003_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_003,6G_iptv,85,47,69:ee:0f:48:e1:f1
DEV_003_2024-10-29 06:00:00,2024-10-29 06:00:00,DEV_003,5G_iptv,27,23,1d:67:82:8b:0d:ce
DEV_003_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_003,5G_iptv,8,96,2f:08:96:53:58:21
DEV_003_2024-10-29 10:00:00,2024-10-29 10:00:00,DEV_003,5G_iptv,76,91,db:4a:d1:d6:24:42
DEV_003_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_003,5G,35,44,9f:ba:03:8f:55:7f
DEV_003_2024-10-29 14:00:00,2024-10-29 14:00:00,DEV_003,5G_iptv,39,91,45:22:cd:78:b3:88
DEV_003_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_003,2.4G,74,25,cf:6f:9e:ab:47:05
DEV_003_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_003,2.4G,53,95,90:9c:5e:a7:28:70
DEV_003_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_003,6G_guest,11,18,74:4c:45:10:64:d7
DEV_003_2024-10-29 22:00:00,2024-10-29 22:00:00,DEV_003,6G_iptv,1,37,ab:ce:0d:49:eb:0b
DEV_003_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_003,5G,7,76,61:79:ab:1d:31:3f
DEV_003_2024-10-30 02:00:00,2024-10-30 02:00:00,DEV_003,6G,96,50,f2:4a:4b:b2:85:c9
DEV_003_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_003,6G_iptv,52,89,6e:b0:78:1a:c6:96
DEV_003_2024-10-30 06:00:00,2024-10-30 06:00:00,DEV_003,5G,84,4,5e:a6:f3:8a:59:2c
DEV_003_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_003,6G,9,22,e1:6f:0a:db:bc:b8
DEV_003_2024-10-30 10:00:00,2024-10-30 10:00:00,DEV_003,6G,35,85,97:ee:12:8f:cb:e7
DEV_003_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_003,6G,46,66,89:2c:e7:6b:dd:dc
DEV_003_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_003,5G,71,84,16:34:9d:b3:89:fc
DEV_003_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_003,6G_iptv,83,94,81:17:f7:f9:5c:37
DEV_003_2024-10-30 18:00:00,2024-10-30 18:00:00,DEV_003,6G_guest,91,42,9e:af:1a:7b:3a:a5
DEV_003_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_003,6G_guest,40,55,23:80:ce:a0:84:fb
DEV_003_2024-10-30 22:00:00,2024-10-30 22:00:00,DEV_003,5G_guest,8,39,c8:2c:21:b1:05:26
DEV_003_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_003,2.4G,95,32,7a:24:8c:16:b2:fe
DEV_003_2024-10-31 02:00:00,2024-10-31 02:00:00,DEV_003,5G,89,11,58:25:b5:6f:03:eb
DEV_003_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_003,5G_iptv,95,58,15:9a:59:9c:75:90
DEV_003_2024-10-31 06:00:00,2024-10-31 06:00:00,DEV_003,5G_guest,50,4,d4:38:19:d6:11:2d
DEV_003_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_003,5G_iptv,79,33,fb:17:cf:e6:81:82
DEV_003_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_003,6G_iptv,82,74,7e:2a:7b:33:c9:95
DEV_003_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_003,5G_iptv,95,86,c9:d1:ac:e5:04:33
DEV_003_2024-10-31 14:00:00,2024-10-31 14:00:00,DEV_003,5G_guest,3,70,fb:0d:f4:de:45:d0
DEV_003_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_003,5G,74,56,be:07:75:26:08:02
DEV_003_2024-10-31 18:00:00,2024-10-31 18:00:00,DEV_003,2.4G,75,44,5f:48:f0:26:6d:58
DEV_003_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_003,5G_guest,56,20,ef:08:6b:83:00:cd
DEV_003_2024-10-31 22:00:00,2024-10-31 22:00:00,DEV_003,6G_iptv,82,92,e5:23:81:5e:a7:56
DEV_003_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_003,2.4G,89,5,f1:99:2f:b3:0e:63
DEV_003_2024-11-01 02:00:00,2024-11-01 02:00:00,DEV_003,5G_guest,29,83,0e:9c:e9:bf:3b:3b
DEV_003_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_003,2.4G,54,23,db:8b:87:d1:c8:e1
DEV_003_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_003,6G_iptv,14,51,65:50:26:93:e4:29
DEV_003_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_003,6G_iptv,29,95,d5:7a:33:02:f8:35
DEV_003_2024-11-01 10:00:00,2024-11-01 10:00:00,DEV_003,6G_guest,71,71,a7:6a:2d:1c:75:d6
DEV_003_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_003,5G,1,59,09:f5:a0:6c:3d:58
DEV_003_2024-11-01 14:00:00,2024-11-01 14:00:00,DEV_003,2.4G,57,74,b5:ed:a1:45:a7:cb
DEV_003_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_003,6G_guest,3,70,45:c1:f8:8f:7c:8c
DEV_003_2024-11-01 18:00:00,2024-11-01 18:00:00,DEV_003,6G_iptv,9,29,53:73:fe:02:36:ce
DEV_003_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_003,6G_guest,18,51,e0:bd:12:46:c9:6f
DEV_003_2024-11-01 22:00:00,2024-11-01 22:00:00,DEV_003,5G_guest,62,41,75:ed:42:95:ac:b5
DEV_003_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_003,5G,85,40,d2:59:d6:84:fc:cf
DEV_003_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_003,5G,28,94,f6:3d:f7:26:4b:c5
DEV_003_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_003,5G_iptv,75,80,7e:d7:bc:3d:9a:51
DEV_003_2024-11-02 06:00:00,2024-11-02 06:00:00,DEV_003,6G_iptv,23,8,1a:86:55:4f:be:59
DEV_003_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_003,5G_guest,66,38,73:a3:b5:a4:66:63
DEV_003_2024-11-02 10:00:00,2024-11-02 10:00:00,DEV_003,5G,53,86,7c:bc:b7:8e:bc:45
DEV_003_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_003,6G,40,41,c2:96:61:94:3b:98
DEV_003_2024-11-02 14:00:00,2024-11-02 14:00:00,DEV_003,6G_iptv,57,51,57:fa:b5:fe:18:44
DEV_003_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_003,6G_guest,24,15,4c:0a:e2:15:7e:a9
DEV_003_2024-11-02 18:00:00,2024-11-02 18:00:00,DEV_003,6G_guest,55,56,2e:db:5f:81:6d:6c
DEV_003_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_003,2.4G,32,21,79:07:26:d2:ae:a7
DEV_003_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_003,6G,64,74,7d:74:19:5a:bd:73
DEV_003_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_003,2.4G,77,7,de:ab:17:9e:0d:74
DEV_003_2024-11-03 02:00:00,2024-11-03 02:00:00,DEV_003,6G,46,53,80:9e:d7:22:f1:d6
DEV_003_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_003,6G_guest,55,90,5f:a1:8d:88:1c:ec
DEV_003_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_003,2.4G,96,28,1b:30:ba:86:3a:3e
DEV_003_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_003,5G_iptv,65,25,4e:ad:73:f8:df:81
DEV_003_2024-11-03 10:00:00,2024-11-03 10:00:00,DEV_003,6G_iptv,12,54,57:45:8a:04:c1:99
DEV_003_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_003,5G,81,67,91:01:f5:f6:bc:51
DEV_003_2024-11-03 14:00:00,2024-11-03 14:00:00,DEV_003,6G_guest,92,63,8e:79:4c:2f:75:65
DEV_003_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_003,6G,4,14,ea:37:39:76:fc:1b
DEV_003_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_003,2.4G,12,57,e0:ea:d9:36:8a:31
DEV_003_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_003,2.4G,36,53,16:0a:6c:59:88:c7
DEV_003_2024-11-03 22:00:00,2024-11-03 22:00:00,DEV_003,5G_guest,45,50,c9:70:0b:60:a0:70
DEV_003_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_003,5G,71,50,ea:f3:90:5a:93:cb
DEV_003_2024-11-04 02:00:00,2024-11-04 02:00:00,DEV_003,2.4G,35,98,7a:bc:c6:13:d6:6c
DEV_003_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_003,6G_iptv,6,21,2e:90:71:8c:91:92
DEV_003_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_003,5G_guest,15,21,fe:2d:85:89:0f:30
DEV_003_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_003,6G_guest,26,85,29:d0:a4:c4:b0:81
DEV_003_2024-11-04 10:00:00,2024-11-04 10:00:00,DEV_003,6G_guest,5,63,74:ec:96:e2:2c:3f
DEV_003_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_003,5G,71,71,e6:b9:41:c2:66:c6
DEV_003_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_003,6G_iptv,11,88,96:fb:e9:ca:bc:91
DEV_003_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_003,6G_iptv,98,95,69:c4:45:59:26:96
DEV_003_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_003,2.4G,94,46,a6:57:df:81:e0:f0
DEV_003_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_003,5G_iptv,33,44,c8:82:c2:88:5f:23
DEV_003_2024-11-04 22:00:00,2024-11-04 22:00:00,DEV_003,5G_iptv,51,33,db:72:4a:fa:10:83
DEV_003_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_003,5G_iptv,55,80,d8:5a:e7:fe:bd:13
DEV_003_2024-11-05 02:00:00,2024-11-05 02:00:00,DEV_003,6G_guest,27,23,ee:16:8a:18:93:d8
DEV_003_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_003,6G_guest,45,55,db:31:eb:38:cf:0c
DEV_003_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_003,2.4G,28,78,b9:86:ca:20:b2:1e
DEV_003_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_003,6G_iptv,5,24,39:b1:82:a4:e5:b4
DEV_003_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_003,5G_guest,73,4,dd:e5:53:01:9f:87
DEV_003_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_003,6G_iptv,57,33,d4:8b:0a:44:c8:b9
DEV_003_2024-11-05 14:00:00,2024-11-05 14:00:00,DEV_003,5G_guest,27,67,8b:40:03:26:5b:7a
DEV_003_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_003,6G_iptv,85,28,96:17:c9:0e:9c:18
DEV_003_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_003,5G,35,57,f9:51:e6:56:21:f1
DEV_003_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_003,5G_iptv,35,22,50:d6:dd:36:c7:68
DEV_003_2024-11-05 22:00:00,2024-11-05 22:00:00,DEV_003,6G_iptv,47,29,ea:a8:b2:a1:06:72
DEV_003_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_003,5G,81,97,2f:cc:b3:37:12:1e
DEV_003_2024-11-06 02:00:00,2024-11-06 02:00:00,DEV_003,5G,54,25,77:14:ef:c7:9d:60
DEV_003_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_003,5G_guest,28,48,5b:37:65:7c:e8:86
DEV_003_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_003,5G,52,60,7a:31:62:03:fc:de
DEV_003_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_003,6G,2,40,a3:43:16:17:47:43
DEV_003_2024-11-06 10:00:00,2024-11-06 10:00:00,DEV_003,6G_iptv,68,75,d8:83:de:7e:4f:c9
DEV_003_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_003,6G,7,12,71:d3:fd:02:c3:fd
DEV_003_2024-11-06 14:00:00,2024-11-06 14:00:00,DEV_003,5G_guest,62,64,a4:73:b5:4a:e8:a9
DEV_003_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_003,6G_guest,86,41,a9:ce:5c:f0:ed:88
DEV_003_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_003,6G_guest,84,47,a7:96:43:58:8a:47
DEV_003_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_003,6G_iptv,62,90,e4:5d:69:17:7b:11
DEV_003_2024-11-06 22:00:00,2024-11-06 22:00:00,DEV_003,5G_iptv,12,26,23:d7:7e:ac:57:cf
DEV_003_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_003,6G_guest,94,62,98:82:a8:df:f6:1d
DEV_003_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_003,2.4G,74,80,48:95:9b:d1:f0:b6
DEV_003_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_003,5G_guest,19,15,80:45:dc:69:91:42
DEV_003_2024-11-07 06:00:00,2024-11-07 06:00:00,DEV_003,5G,73,10,09:2d:d5:d2:84:c5
DEV_003_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_003,6G_guest,76,26,93:17:10:a1:36:27
DEV_003_2024-11-07 10:00:00,2024-11-07 10:00:00,DEV_003,6G_guest,46,65,58:45:d3:da:da:85
DEV_003_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_003,6G,82,92,ee:76:08:e4:9e:38
DEV_003_2024-11-07 14:00:00,2024-11-07 14:00:00,DEV_003,5G_iptv,64,96,61:df:e2:2e:f0:bb
DEV_003_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_003,6G_guest,10,92,3b:04:4f:af:85:08
DEV_003_2024-11-07 18:00:00,2024-11-07 18:00:00,DEV_003,5G_iptv,30,94,d0:50:5c:47:c4:85
DEV_003_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_003,2.4G,80,29,bd:67:79:7b:4e:7b
DEV_003_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_003,5G_guest,27,96,c6:2a:16:e5:82:65
DEV_003_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_003,6G_iptv,69,66,09:1c:76:05:84:13
DEV_003_2024-11-08 02:00:00,2024-11-08 02:00:00,DEV_003,5G,5,70,7b:7d:ba:5d:63:93
DEV_003_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_003,6G_iptv,59,98,6b:50:a1:16:b3:4d
DEV_003_2024-11-08 06:00:00,2024-11-08 06:00:00,DEV_003,6G,24,97,2e:5b:49:fc:a1:4d
DEV_003_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_003,5G_guest,35,65,d5:7c:e3:2c:fa:f5
DEV_003_2024-11-08 10:00:00,2024-11-08 10:00:00,DEV_003,6G_iptv,61,6,65:c0:02:3c:16:16
DEV_003_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_003,6G,9,54,f6:df:a2:4d:10:6f
DEV_003_2024-11-08 14:00:00,2024-11-08 14:00:00,DEV_003,5G_iptv,44,85,bc:0a:82:92:2f:b4
DEV_003_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_003,6G_guest,26,23,92:3c:ca:35:8c:7c
DEV_003_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_003,6G,21,90,6c:f5:41:a4:b0:20
DEV_003_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_003,5G_guest,92,17,4c:6a:c5:04:70:3b
DEV_003_2024-11-08 22:00:00,2024-11-08 22:00:00,DEV_003,6G,26,98,25:4b:56:28:ac:13
DEV_003_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_003,6G,82,65,60:f7:3f:34:e5:29
DEV_003_2024-11-09 02:00:00,2024-11-09 02:00:00,DEV_003,6G_guest,7,15,c8:16:b1:e6:3d:92
DEV_003_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_003,2.4G,67,97,ea:03:06:2d:59:ce
DEV_003_2024-11-09 06:00:00,2024-11-09 06:00:00,DEV_003,6G_iptv,90,97,50:88:17:54:84:c5
DEV_003_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_003,6G,81,6,fe:58:8f:68:bf:5b
DEV_003_2024-11-09 10:00:00,2024-11-09 10:00:00,DEV_003,5G,13,80,8f:76:b4:91:f5:07
DEV_003_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_003,6G,19,89,45:04:7a:61:75:79
DEV_003_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_003,5G_guest,42,43,3c:1f:07:b1:fa:d0
DEV_003_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_003,6G,87,91,b1:5f:d4:7e:c1:e7
DEV_003_2024-11-09 18:00:00,2024-11-09 18:00:00,DEV_003,5G,5,4,1a:30:8d:ed:ae:eb
DEV_003_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_003,2.4G,42,98,5f:17:1d:a6:9a:54
DEV_003_2024-11-09 22:00:00,2024-11-09 22:00:00,DEV_003,5G,8,56,da:67:2b:b5:92:23
DEV_003_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_003,5G,89,12,9c:3a:29:3a:4e:5d
DEV_003_2024-11-10 02:00:00,2024-11-10 02:00:00,DEV_003,6G_iptv,29,37,8d:d9:95:47:a5:d9
DEV_003_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_003,6G_guest,41,67,52:1a:97:d7:a9:6e
DEV_003_2024-11-10 06:00:00,2024-11-10 06:00:00,DEV_003,5G,6,56,24:3a:49:15:f1:b5
DEV_003_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_003,6G_guest,73,42,1c:b2:e2:4f:83:4e
DEV_003_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_003,5G,94,29,95:33:34:53:4b:06
DEV_003_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_003,5G_iptv,19,11,d4:1d:65:ba:89:c5
DEV_003_2024-11-10 14:00:00,2024-11-10 14:00:00,DEV_003,6G,68,96,90:aa:85:ea:24:6a
DEV_003_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_003,2.4G,33,34,b3:15:48:76:67:88
DEV_003_2024-11-10 18:00:00,2024-11-10 18:00:00,DEV_003,5G_iptv,36,8,8b:1a:6f:ad:67:69
DEV_003_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_003,5G,8,10,e7:cb:37:1b:fb:c2
DEV_003_2024-11-10 22:00:00,2024-11-10 22:00:00,DEV_003,5G_guest,17,25,d4:8e:d8:6d:8a:51
DEV_003_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_003,5G_guest,55,87,97:76:b7:5f:a0:7d
DEV_003_2024-11-11 02:00:00,2024-11-11 02:00:00,DEV_003,2.4G,48,33,76:4a:0b:0e:05:63
DEV_003_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_003,5G,80,61,d4:34:64:16:90:a8
DEV_003_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_003,6G,14,89,b5:51:2e:a3:0d:85
DEV_003_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_003,5G,4,49,62:c2:09:b9:3b:ea
DEV_003_2024-11-11 10:00:00,2024-11-11 10:00:00,DEV_003,6G_iptv,46,95,a7:32:49:69:5e:a8
DEV_003_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_003,5G_guest,86,87,e3:d7:51:4d:f3:c0
DEV_003_2024-11-11 14:00:00,2024-11-11 14:00:00,DEV_003,5G_guest,76,9,b8:c3:7c:6f:7c:b6
DEV_003_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_003,5G_guest,62,96,f8:97:4f:87:5a:db
DEV_003_2024-11-11 18:00:00,2024-11-11 18:00:00,DEV_003,6G,7,59,84:10:5a:9f:a4:b9
DEV_003_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_003,6G_guest,64,54,a3:3b:43:38:e6:6d
DEV_003_2024-11-11 22:00:00,2024-11-11 22:00:00,DEV_003,5G,8,10,3e:70:40:b8:5d:c2
DEV_003_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_003,5G_guest,87,32,6d:9a:32:b0:e9:53
DEV_003_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_003,2.4G,82,48,fa:24:5b:14:b2:15
DEV_003_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_003,5G_guest,18,8,fb:42:c1:0b:4b:34
DEV_003_2024-11-12 06:00:00,2024-11-12 06:00:00,DEV_003,6G_iptv,53,46,cc:47:71:24:15:53
DEV_003_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_003,2.4G,1,6,31:5a:76:79:0e:7c
DEV_003_2024-11-12 10:00:00,2024-11-12 10:00:00,DEV_003,6G_iptv,92,38,b5:af:a7:de:fd:6a
DEV_003_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_003,2.4G,69,47,02:c1:01:58:cd:27
DEV_003_2024-11-12 14:00:00,2024-11-12 14:00:00,DEV_003,5G_iptv,56,43,9a:27:bb:4a:91:a3
DEV_003_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_003,6G_iptv,38,43,f0:27:a8:ee:37:72
DEV_003_2024-11-12 18:00:00,2024-11-12 18:00:00,DEV_003,6G,25,41,12:6e:a3:16:ea:5e
DEV_003_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_003,6G,51,35,d2:b0:c5:94:f3:45
DEV_003_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_003,6G_guest,68,90,18:41:db:c7:8c:35
DEV_003_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_003,6G_iptv,38,73,50:e9:ec:f1:35:89
DEV_003_2024-11-13 02:00:00,2024-11-13 02:00:00,DEV_003,5G_iptv,94,94,45:02:89:48:d0:c1
DEV_003_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_003,5G_guest,35,64,dd:dc:6f:55:2d:53
DEV_003_2024-11-13 06:00:00,2024-11-13 06:00:00,DEV_003,2.4G,23,63,dd:d9:5d:6d:45:1b
